Entry_ID,InChIKey,SMILES,Solubility,Source,smiles_canon
4696,YYLJRENQBJIZGV-UHFFFAOYSA-N,BrCCN(C1CCC(CC1)OC(=O)C1CCCCC1C)CCBr,-7.060267843,Data2,CC1CCCCC1C(=O)OC1CCC(N(CCBr)CCBr)CC1
4697,UAYKDHALAVBVGN-UHFFFAOYSA-N,CCCN(CCC)CCOCCCOC(=O)C1CCC(CC1)N,-3.26294838,Data2,CCCN(CCC)CCOCCCOC(=O)C1CCC(N)CC1
4698,YCYHVZWPNDQZAM-UHFFFAOYSA-N,O=C(C1CCC(C(C1)Cl)Cl)CC1CCCCC1C(=O)O,-5.04924893,Data2,O=C(CC1CCCCC1C(=O)O)C1CCC(Cl)C(Cl)C1
4699,SWPGGPQCAMUQDY-UHFFFAOYSA-N,BrCCN(C1CCC(CC1)OC(=O)C1CCCCC1)CCBr,-6.490687079,Data2,O=C(OC1CCC(N(CCBr)CCBr)CC1)C1CCCCC1
4700,QYSPLQLAKJAUJT-UHFFFAOYSA-N,O=C(C1=C(O)C2CCCCC2S(=O)(=O)N1C)NC1CCCCN1,-4.499990825,Data2,CN1C(C(=O)NC2CCCCN2)=C(O)C2CCCCC2S1(=O)=O
4701,DFINKRRPZPLYKC-UHFFFAOYSA-N,ClCCN(C1CCC(CC1)OC(=O)C1CCC(CC1)F)CCCl,-5.993007278,Data2,O=C(OC1CCC(N(CCCl)CCCl)CC1)C1CCC(F)CC1
4702,GJTMNUHTYIJXTJ-UHFFFAOYSA-N,COC1CCC2C(C1CN1CCOCC1)OC(C(C2=O)C)C,-2.358103811,Data2,COC1CCC2C(=O)C(C)C(C)OC2C1CN1CCOCC1
4703,CZGIRAWWWHPJHM-UHFFFAOYSA-N,CCC(OC(=O)C1CCCCC1C(=O)O)(C#C)C,-2.666957661,Data2,C#CC(C)(CC)OC(=O)C1CCCCC1C(=O)O
4704,FUQOTYRCMBZFOL-UHFFFAOYSA-N,ClC1CCC2C(C1)CC([NH]2)C(=O)O,-2.831980826,Data2,O=C(O)C1CC2CC(Cl)CCC2N1
4705,KGPAYJZAMGEDIQ-UHFFFAOYSA-N,COC1CC(CCC1OC)CC1N(C)CCC2C1CC(OC)C(C2)OC,-3.679894712,Data2,COC1CCC(CC2C3CC(OC)C(OC)CC3CCN2C)CC1OC
4706,CCGBNUKHCLUUFX-UHFFFAOYSA-N,O=C1OCC([NH]1)C1CCC2C(C1)CCCC2,-2.935568954,Data2,O=C1NC(C2CCC3CCCCC3C2)CO1
4707,RRKMWVISRMWBAL-UHFFFAOYSA-N,COC1CC(C=O)CC(C1O)O,-0.918195642,Data2,COC1CC(C=O)CC(O)C1O
4708,SXYLQUYLIISZOT-UHFFFAOYSA-N,ClCCN(C1CCC(CC1)OC(=O)C1CCCC(C1)Cl)CCCl,-6.492143198,Data2,O=C(OC1CCC(N(CCCl)CCCl)CC1)C1CCCC(Cl)C1
4709,CHXQMYIAXRURDN-UHFFFAOYSA-N,NNC(CC1CC(OC)C(C(C1)OC)OC)C,-1.724660973,Data2,COC1CC(CC(C)NN)CC(OC)C1OC
4710,OLGRRKKKZVVCNR-UHFFFAOYSA-N,CCC(=O)C1CCC(CC1)OCC(CN1CCOCC1)O,-0.765837368,Data2,CCC(=O)C1CCC(OCC(O)CN2CCOCC2)CC1
4711,WYZIGOITRAONMZ-UHFFFAOYSA-N,[O-][N+](=O)C1NCC(N1C)CCCl,-2.439616821,Data2,CN1C(CCCl)CNC1[N+](=O)[O-]
4712,GCZZOZBWAZHCAN-UHFFFAOYSA-N,S=C(NC1NCCS1)NC1CCCCC1,-2.806998312,Data2,S=C(NC1CCCCC1)NC1NCCS1
4713,PJDRMPCBIWKBJA-UHFFFAOYSA-N,COC1CC(CCN2CCN(CC2)C2CCCCC2Cl)CCC1OC,-4.256335213,Data2,COC1CCC(CCN2CCN(C3CCCCC3Cl)CC2)CC1OC
4714,PZHBZYPUUCYOIA-UHFFFAOYSA-N,CN(C1CCC2C(C1)CCCC2)C(=S)OC1CCC2C(C1)CCCC2,-8.31313957,Data2,CN(C(=S)OC1CCC2CCCCC2C1)C1CCC2CCCCC2C1
4715,FQNXWYNWKZQFCN-UHFFFAOYSA-N,OCC(COC1CC(C)CC(C1)C)(O)C,-2.449462888,Data2,CC1CC(C)CC(OCC(C)(O)CO)C1
4716,XOZLRRYPUKAKMU-UHFFFAOYSA-N,CC(NC1C(C)N(N(C1=O)C1CCCCC1)C)C,-1.833199869,Data2,CC(C)NC1C(=O)N(C2CCCCC2)N(C)C1C
4717,CSUWOZHJCIQEMQ-UHFFFAOYSA-N,CC1C(N)CCC2C1NC1C(C2)CCC(C1C)N,-4.24497495,Data2,CC1C(N)CCC2CC3CCC(N)C(C)C3NC21
4718,VKRAXSZEDRWLAG-SJKOYZFVSA-N,CCN(C(=O)[C@H]1CN(C)[C@H]2C(=C1)C1CCCC3C1C(C2)C([NH]3)Br)CC,-4.504908253,Data2,CCN(CC)C(=O)C1C=C2C3CCCC4NC(Br)C(CC2N(C)C1)C43
4719,CPDDDTNAMBSPRN-ZZXKWVIFSA-N,OC(=O)/C=C/C1CCC(CC1)Br,-2.99064693,Data2,O=C(O)C=CC1CCC(Br)CC1
4720,XGYICSXQOIEICF-UHFFFAOYSA-N,O=C1[NH]C2C(O1)CC(C(C2)Cl)N,-1.123167465,Data2,NC1CC2OC(=O)NC2CC1Cl
4721,CZWHCHAGVJACTE-UHFFFAOYSA-N,CCCCC1CCCC(C1)OCC(CO)O,-3.29775083,Data2,CCCCC1CCCC(OCC(O)CO)C1
4722,HBUNPJGMNVQSBX-UHFFFAOYSA-N,CC(=O)NC1C2SSCC2[NH]C1=O,-1.474931566,Data2,CC(=O)NC1C(=O)NC2CSSC21
4723,TXSYVXMEIWQHCF-UHFFFAOYSA-N,NC(=O)C(C1CCCCC1)(CCN1CCCCC1)CCN1CCCCC1,-5.000658837,Data2,NC(=O)C(CCN1CCCCC1)(CCN1CCCCC1)C1CCCCC1
4724,OEPKDBQOTLDTNC-UHFFFAOYSA-N,COCP(=O)(C1CCCCC1)C1CCCCC1,-1.948889416,Data2,COCP(=O)(C1CCCCC1)C1CCCCC1
4725,WZRLTEAJABPZBF-UHFFFAOYSA-N,CCC(C(C1CCCCC1)(C(=O)N)CCN1CCOCC1)C,-3.235519873,Data2,CCC(C)C(CCN1CCOCC1)(C(N)=O)C1CCCCC1
4726,GNDPAVKYAUIVEB-NTEUORMPSA-N,O=C(C1CCNCC1)N/N=C(/C1CCCO1)\C,-3.693770525,Data2,CC(=NNC(=O)C1CCNCC1)C1CCCO1
4727,KEUDYNSIGHFSQH-UHFFFAOYSA-N,BrCCN(C1CCC(CC1)OC(=O)C1CCCC(C1)C(F)(F)F)CCBr,-7.808232007,Data2,O=C(OC1CCC(N(CCBr)CCBr)CC1)C1CCCC(C(F)(F)F)C1
4728,KOLACBWIZQJURK-DUXPYHPUSA-N,CN1CCC2CC1N(C2)C(=O)/C=C/C1CCC(S1)[N+](=O)[O-],-3.064412791,Data2,CN1CCC2CC1N(C(=O)C=CC1CCC([N+](=O)[O-])S1)C2
4729,WUQMRWPLIMXBDX-UHFFFAOYSA-N,CN(CCC1C[NH]C2C1CCC(C2)O)C,-0.352603659,Data2,CN(C)CCC1CNC2CC(O)CCC12
4730,BRHCJSYLVUWFLP-UHFFFAOYSA-N,CCOC(=O)CC1CCC(CC1)C(=O)N1CCC2CC1N(C)C2,-2.054633644,Data2,CCOC(=O)CC1CCC(C(=O)N2CCC3CC2N(C)C3)CC1
4731,WTGJGWJJJOCUQE-UHFFFAOYSA-N,C=CCOC1CCCCC1OCC(CO)O,-1.920991791,Data2,C=CCOC1CCCCC1OCC(O)CO
4732,LDHFPUHSSYUQAA-MDZDMXLPSA-N,OC(/C=C/C1CCCCC1)CCN1CCN(CC1)C1CCCCN1,-3.221991998,Data2,OC(C=CC1CCCCC1)CCN1CCN(C2CCCCN2)CC1
4733,UYXHCVFXDBNRQW-UHFFFAOYSA-N,CCCCCNCCOC(=O)C1CCC(CC1)N,-3.27,Data2,CCCCCNCCOC(=O)C1CCC(N)CC1
4734,FWWDFDMCZLOXQI-UHFFFAOYSA-N,O=C(C(C)(C)C)NNCC1CCCCC1,-2.285092293,Data2,CC(C)(C)C(=O)NNCC1CCCCC1
4735,AOFMKIDPLZIMSQ-UHFFFAOYSA-N,CC(=O)NC1CCC2C(C1)NC1C(C2)CCCC1,-4.106244205,Data2,CC(=O)NC1CCC2CC3CCCCC3NC2C1
4736,BMLKPGJBYUTIHT-UHFFFAOYSA-N,CCOC1NCNC2C1[NH]CN2,-1.886908904,Data2,CCOC1NCNC2NCNC21
4737,KUMMBDBTERQYCG-UHFFFAOYSA-N,OCC1CC(C)CC(C1O)CO,-0.387586113,Data2,CC1CC(CO)C(O)C(CO)C1
4738,OBURDMXZDVFAKK-UHFFFAOYSA-N,CN1C2NC([NH]C2C(=O)N(C1=O)C)C1CCC1,-2.14180958,Data2,CN1C(=O)C2NC(C3CCC3)NC2N(C)C1=O
4739,SNNIGNLXYVEYOC-UHFFFAOYSA-N,[O-][N+](=O)C1CCC(S1)C1SCC(N1)C(=O)O,-3.4043425,Data2,O=C(O)C1CSC(C2CCC([N+](=O)[O-])S2)N1
4740,CRYDBSUOPZRYDG-UHFFFAOYSA-N,COC1C(OC)CC2C(C1O)CC(N)CCC2,-1.926589588,Data2,COC1CC2CCCC(N)CC2C(O)C1OC
4741,MHPYROYXMZWPNN-UHFFFAOYSA-N,CCC(C1CCC(CC1)CC(=O)NO)(C)C,-3.258621583,Data2,CCC(C)(C)C1CCC(CC(=O)NO)CC1
4742,BWRPEDIXOHZKFD-UHFFFAOYSA-N,OC(=O)C(OC1CCCCC1)OC1CCCCC1,-3.149781357,Data2,O=C(O)C(OC1CCCCC1)OC1CCCCC1
4743,ZJYIVGNBYBGBFS-UHFFFAOYSA-N,CCOC(=O)N1CCN(CC1)C1NC(C(O1)C1CCCCC1)C1CCCCC1,-6.170312346,Data2,CCOC(=O)N1CCN(C2NC(C3CCCCC3)C(C3CCCCC3)O2)CC1
4744,GQVUYVZMHLQIRT-UHFFFAOYSA-N,O=C1CCC2(C(=S)N1)C1CCCCC1CCC1C2CCCC1,-5.338500305,Data2,O=C1CCC2(C(=S)N1)C1CCCCC1CCC1CCCCC12
4745,FUKGUAVFRQEKLQ-UHFFFAOYSA-N,CCCOC1C(CCC(C1C(=O)O)C)C(C)C,-4.203222223,Data2,CCCOC1C(C(C)C)CCC(C)C1C(=O)O
4746,SVMALHWUCBPBFC-UHFFFAOYSA-N,BrCCN(C1CCC(CC1)O)CCBr,-4.125424829,Data2,OC1CCC(N(CCBr)CCBr)CC1
4747,UHYJMNVCANOFPF-UHFFFAOYSA-N,CCCCCOC1CCCCC1C(=O)N,-2.632595582,Data2,CCCCCOC1CCCCC1C(N)=O
4748,YKYVPFIBWVQZCE-UHFFFAOYSA-N,OC(=O)CCCOC1CCCCC1,-2.094394015,Data2,O=C(O)CCCOC1CCCCC1
4749,QPBWWFZYFRFGSD-VXQMPNGUSA-N,OC1CCC2C(C1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCCCC(=O)C1CCCCC1,-4.849278473,Data2,O=C(CCCCN1CCC23CCCCC2C1CC1CCC(O)CC13)C1CCCCC1
4750,UWZDUHTYIUMENV-UHFFFAOYSA-N,OCC(COC1CCC(CC1)OC)O,-1.450187765,Data2,COC1CCC(OCC(O)CO)CC1
4751,DJIIKEYPSTUVKV-UHFFFAOYSA-N,NC(=O)C(C1CCCC2C1CCCC2)CC1CCCO1,-2.855555186,Data2,NC(=O)C(CC1CCCO1)C1CCCC2CCCCC21
4752,BYTVUZSLDOOEOJ-UHFFFAOYSA-N,C1CCC(CC1)C(C1CCCCC1)(C1CCCCC1)CCN1CCN(CC1)C1CNCCN1,-6.51750281,Data2,C1CCC(C(CCN2CCN(C3CNCCN3)CC2)(C2CCCCC2)C2CCCCC2)CC1
4753,SCVHFRLUNIOSGI-UHFFFAOYSA-N,CN1C2NC([NH]C2C(=O)N(C1=O)C)C1CCCC1,-2.664169956,Data2,CN1C(=O)C2NC(C3CCCC3)NC2N(C)C1=O
4754,MORVOYPJRATMRS-UHFFFAOYSA-N,ClCCCN1CNC2C1C(=O)N(C)C(=O)N2C,-2.263280914,Data2,CN1C(=O)C2C(NCN2CCCCl)N(C)C1=O
4755,JRWUFQJVJGKCCT-UHFFFAOYSA-N,N#CC(C1CCCCC1)CC(=O)C1CCCCC1,-3.591278774,Data2,N#CC(CC(=O)C1CCCCC1)C1CCCCC1
4756,PJWPNDMDCLXCOM-UHFFFAOYSA-N,COC1CCC(CC1)C(=O)NC1CCCCC1CCC1CCCCN1C,-5.391492382,Data2,COC1CCC(C(=O)NC2CCCCC2CCC2CCCCN2C)CC1
4757,YWPDGABYTMCJDP-UHFFFAOYSA-N,OC1CC(O)C2C(C1)OC(C1C2CCCC1)(C)C,-4.651109545,Data2,CC1(C)OC2CC(O)CC(O)C2C2CCCCC21
4758,BAFGPPSWVHCIPE-UHFFFAOYSA-N,OCCOC1CCCCC1C(=O)N(C)C,-0.586655803,Data2,CN(C)C(=O)C1CCCCC1OCCO
4759,RNKBIXXGAAQHCZ-UHFFFAOYSA-N,CCCC1CCCC(C1OCC(CO)O)Br,-4.10896923,Data2,CCCC1CCCC(Br)C1OCC(O)CO
4760,GNUXVOXXWGNPIV-UHFFFAOYSA-N,CC(N(CC1C(C(C)C)C(=O)N(N1C)C1CCCCC1)C)CC1CCCCC1,-5.067751258,Data2,CC(C)C1C(=O)N(C2CCCCC2)N(C)C1CN(C)C(C)CC1CCCCC1
4761,OPXLJUFZIAHIOA-UHFFFAOYSA-N,OS(=O)(=O)SCCNCCC1CCCCC1,-0.50928063,Data2,O=S(=O)(O)SCCNCCC1CCCCC1
4762,PFYTUXBMXIBUQI-UHFFFAOYSA-N,CN1CCN(CC1)CCCOC(=O)N1C2CCCCC2SC2C1NCCC2,-5.457789275,Data2,CN1CCN(CCCOC(=O)N2C3CCCCC3SC3CCCNC32)CC1
4763,CTZKUHWIUDBFRC-UHFFFAOYSA-N,C#CCN1C(=O)CC2C(S1(=O)=O)CCCC2,-1.495902618,Data2,C#CCN1C(=O)CC2CCCCC2S1(=O)=O
4764,HZKFHDXTSAYOSN-UHFFFAOYSA-N,OC1=C(C2CCCCC2)C(=O)C(=C(C1=O)C1CCCCC1)O,-3.390267011,Data2,O=C1C(O)=C(C2CCCCC2)C(=O)C(O)=C1C1CCCCC1
4765,DUTKSCXDHLBQRC-UHFFFAOYSA-N,CCOC(=O)C1C(C)CCC(C1OCCN1CCOCC1)C(C)C,-3.809616685,Data2,CCOC(=O)C1C(C)CCC(C(C)C)C1OCCN1CCOCC1
4766,RCAKSFBHTACZEL-GDNBJRDFSA-N,O/N=C\1/CCCC2C(C1)C(OC)C(C(C2)OC)OC,-2.093338193,Data2,COC1CC2CCCC(=NO)CC2C(OC)C1OC
4767,BNPWEZZZLIFSAA-UHFFFAOYSA-N,COC(=O)NC1CCCC2C(C1)C(OC)C(C(C2)OC)OC,-3.326114111,Data2,COC(=O)NC1CCCC2CC(OC)C(OC)C(OC)C2C1
4768,OWZREIFADZCYQD-HBFSDRIKSA-N,N#C[C@@H](C1CCCC(C1)OC1CCCCC1)OC(=O)[C@@H]1[C@H](C1(C)C)C=C(Br)Br,-8.399999664,Data2,CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)C1CCCC(OC2CCCCC2)C1
4769,BFMBKRQFMIILCH-UHFFFAOYSA-N,CCN(CCC1(CCC(=O)NC1=O)C1CCCCC1)CC,-2.956327169,Data2,CCN(CC)CCC1(C2CCCCC2)CCC(=O)NC1=O
4770,LKYQLAWMNBFNJT-UHFFFAOYSA-N,CCOC(=O)C1(CCN(CC1)CCC1CCC(CC1)N)C1CCCCC1,-4.033115835,Data2,CCOC(=O)C1(C2CCCCC2)CCN(CCC2CCC(N)CC2)CC1
4771,WYWIFABBXFUGLM-UHFFFAOYSA-N,CC1CC(C(C(C1CC1=NCCN1)C)O)C(C)(C)C,-5.278571852,Data2,CC1CC(C(C)(C)C)C(O)C(C)C1CC1=NCCN1
4772,HOGNMZSUBOLTHT-UHFFFAOYSA-N,CCCN1CCC2C(C1)CCCC2NC(=O)C1CCC(CC1)OC,-4.268074939,Data2,CCCN1CCC2C(CCCC2NC(=O)C2CCC(OC)CC2)C1
4773,PIMJYOORDYDRBD-UHFFFAOYSA-N,NC(=O)NCCC1C(C)CCCC1C,-2.485933789,Data2,CC1CCCC(C)C1CCNC(N)=O
4774,RRLUFPHCTSFKNR-DUXPYHPUSA-N,OC(=O)/C=C/C1CCC(C(C1)Cl)Cl,-3.25736854,Data2,O=C(O)C=CC1CCC(Cl)C(Cl)C1
4775,MQOBSOSZFYZQOK-UHFFFAOYSA-N,ClC1CCC(CC1)C(=O)C1CCC(CC1)OC(C(=O)O)(C)C,-4.54393589,Data2,CC(C)(OC1CCC(C(=O)C2CCC(Cl)CC2)CC1)C(=O)O
4776,URJQOOISAKEBKW-UHFFFAOYSA-N,CCOC1C(CNN(C1=O)C)N1CCOCC1,0.621102693,Data2,CCOC1C(=O)N(C)NCC1N1CCOCC1
4777,XREKTVACBXQCSB-UHFFFAOYSA-N,OC(=O)C1CC(I)C(C(C1)I)O,-4.20215854,Data2,O=C(O)C1CC(I)C(O)C(I)C1
4778,JTEJPPKMYBDEMY-UHFFFAOYSA-N,NCCC1C[NH]C2C1CC(OC)CC2,-1.247099831,Data2,COC1CCC2NCC(CCN)C2C1
4779,XMRKEVYDRNKBOR-CAKYRVLISA-N,COC1CCC2C(C1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCC1CCC(C(C1)OC)OC,-6.038293716,Data2,COC1CCC2CC3C4CCCCC4(CCN3CCC3CCC(OC)C(OC)C3)C2C1
4780,XIUVZQCJSZGEJF-UHFFFAOYSA-N,N#CC1(O)CCN(CC1)CCC1CCCCC1,-1.44114863,Data2,N#CC1(O)CCN(CCC2CCCCC2)CC1
4781,FPHLBGOJWPEVME-UHFFFAOYSA-N,CC(=C)CNC1CCC(CC1)C(C(=O)O)C,-2.854576466,Data2,C=C(C)CNC1CCC(C(C)C(=O)O)CC1
4782,WRQDGPXEQMJEKS-UHFFFAOYSA-N,OC(C(Cl)Cl)NC(=O)C1CCC(CC1)F,-1.714877983,Data2,O=C(NC(O)C(Cl)Cl)C1CCC(F)CC1
4783,YMTINGFKWWXKFG-UHFFFAOYSA-N,CC(OC(=O)C(OC1CCC(CC1)C(=O)C1CCC(CC1)Cl)(C)C)C,-5.9358196,Data2,CC(C)OC(=O)C(C)(C)OC1CCC(C(=O)C2CCC(Cl)CC2)CC1
4784,ZLOXYEZYWCTXHU-UHFFFAOYSA-N,O=C(C1CCCS1)NC1NCC(S1)[N+](=O)[O-],-4.738420721,Data2,O=C(NC1NCC([N+](=O)[O-])S1)C1CCCS1
4785,LRCXRAABFLIVAI-UHFFFAOYSA-N,NCC(C1CCCC(C1)O)O,0.8147951,Data2,NCC(O)C1CCCC(O)C1
4786,SYHDSBBKRLVLFF-UHFFFAOYSA-N,CCN(CCOC1CCC(CC1)C(C1CCC(CC1)C)(CC1CCC(CC1)Cl)O)CC,-7.112180049,Data2,CCN(CC)CCOC1CCC(C(O)(CC2CCC(Cl)CC2)C2CCC(C)CC2)CC1
4787,GXLIFJYFGMHYDY-ZZXKWVIFSA-N,OC(=O)/C=C/C1CCC(CC1)Cl,-2.457368476,Data2,O=C(O)C=CC1CCC(Cl)CC1
4788,GAMSVHKCGRVPPR-UHFFFAOYSA-N,CN(CCC(C1CCCCC1)(C(=O)N)CCN(C)C)C,-1.91678595,Data2,CN(C)CCC(CCN(C)C)(C(N)=O)C1CCCCC1
4789,PYTCKRXHAISOQN-UHFFFAOYSA-N,CCCCOC1NC(OCCCC)CC(C1)C(=O)N(N)C,-3.92756007,Data2,CCCCOC1CC(C(=O)N(C)N)CC(OCCCC)N1
4790,RFCPBHVDIXXSGT-UHFFFAOYSA-N,OCCN1CC2CCC(C1)N2CCCN1C2CCCCC2SC2C1CCCC2,-5.510858027,Data2,OCCN1CC2CCC(C1)N2CCCN1C2CCCCC2SC2CCCCC21
4791,PNJUPRNTSWJWAX-ZDUSSCGKSA-N,COC1CC2CCN([C@@H]3C2C(C1O)C1(C=CC(=O)C=C1)C3)C,-2.976344137,Data2,COC1CC2CCN(C)C3CC4(C=CC(=O)C=C4)C(C1O)C23
4792,SJNWVWZUCJZLGK-UHFFFAOYSA-N,OCC(COC1CCCCC1F)O,-1.123809679,Data2,OCC(O)COC1CCCCC1F
4793,UWYLQWLJGMLJQF-UHFFFAOYSA-N,CCC(NCC(C1CCC(CC1)N)O)C,-0.35161994,Data2,CCC(C)NCC(O)C1CCC(N)CC1
4794,ZBJBRUSGEJORQL-UHFFFAOYSA-N,NC(=O)OC1CCC(CC1)CC1CCCCC1,-3.776630866,Data2,NC(=O)OC1CCC(CC2CCCCC2)CC1
4795,NNWSPTNNCFFSLD-UHFFFAOYSA-N,OCC(COC1CCCC(C1)C)(CO)CO,-2.121634705,Data2,CC1CCCC(OCC(CO)(CO)CO)C1
4796,SYVNKOFCGRDUIF-UHFFFAOYSA-N,CN1CC2CCC(C1)N2CCOC(=O)C1CCC(CC1)N,-1.424040514,Data2,CN1CC2CCC(C1)N2CCOC(=O)C1CCC(N)CC1
4797,MPCPSVWSWKWJLO-UHFFFAOYSA-N,OC(C1CCC(CC1)O)CNC(C)C,-0.31152481,Data2,CC(C)NCC(O)C1CCC(O)CC1
4798,ITDDTOSAIBLWDV-UHFFFAOYSA-N,C=CCC1CCCC(C1OCC(CO)O)Br,-3.978106445,Data2,C=CCC1CCCC(Br)C1OCC(O)CO
4799,IKYIXZSIKOYSLD-UHFFFAOYSA-N,OC(=O)C(C1CCCCC1)CC1CC(I)C(C(C1)I)O,-5.717848796,Data2,O=C(O)C(CC1CC(I)C(O)C(I)C1)C1CCCCC1
4800,KNIVGGRCJWRCDV-UHFFFAOYSA-N,CC(N(C(C)C)CCC(C1CCCCC1)(C1CCCCC1)C(=O)N)C,-5.211488923,Data2,CC(C)N(CCC(C(N)=O)(C1CCCCC1)C1CCCCC1)C(C)C
4801,WVQBLGZPHOPPFO-GFCCVEGCSA-N,COC[C@H](N(C1C(C)CCCC1CC)C(=O)CCl)C,-2.73,Data2,CCC1CCCC(C)C1N(C(=O)CCl)C(C)COC
4802,NKOLMUVZDOHNNB-UHFFFAOYSA-N,OC(=O)CCC1CCC2C(C1)NC(S2)C1CCCCC1,-4.480575962,Data2,O=C(O)CCC1CCC2SC(C3CCCCC3)NC2C1
4803,SGMAKYJPZQNTQS-DUXPYHPUSA-N,CN1CC2CC1N(CC2)C(=O)/C=C/C1CCC(S1)[N+](=O)[O-],-3.064412791,Data2,CN1CC2CCN(C(=O)C=CC3CCC([N+](=O)[O-])S3)C1C2
4804,GRTOGORTSDXSFK-XJTZBENFSA-N,COC(=O)C1=CO[C@H]([C@@H]2[C@@H]1C[C@@H]1N(C2)CCC2C1[NH]C1C2CCCC1)C,-3.862860992,Data2,COC(=O)C1=COC(C)C2CN3CCC4C5CCCCC5NC4C3CC12
4805,FDXOWEXWCPILKM-UHFFFAOYSA-N,OCC(COC1CCCCC1)(O)C,-1.310228781,Data2,CC(O)(CO)COC1CCCCC1
4806,WBDWTNWLWBQFJU-UHFFFAOYSA-N,COC1CCC(CC1)C1NC(N)NC(N1)N,-2.086503778,Data2,COC1CCC(C2NC(N)NC(N)N2)CC1
4807,REQXYFLFNBBIRX-UHFFFAOYSA-N,NC(=O)C(C1CCCCC1)(C1CCCCC1)O,-1.436927712,Data2,NC(=O)C(O)(C1CCCCC1)C1CCCCC1
4808,HETTWOPRDUZXMX-UHFFFAOYSA-N,BrCCN(C1CCC(CC1)OC(=O)C1CCC(CC1)C)CCBr,-7.060267843,Data2,CC1CCC(C(=O)OC2CCC(N(CCBr)CCBr)CC2)CC1
4809,VXCUXAQPTKJOCT-MDZDMXLPSA-N,O=C(/C=C/C1CCCCC1)CCN1CCN(CC1)C1CCCCN1,-3.017119836,Data2,O=C(C=CC1CCCCC1)CCN1CCN(C2CCCCN2)CC1
4810,KQMVAGISDHMXJJ-UHFFFAOYSA-N,COC1CC(O)C2C(C1)OCC(C2=O)C1CCC(CC1)O,-4.48138473,Data2,COC1CC(O)C2C(=O)C(C3CCC(O)CC3)COC2C1
4811,QQODLKZGRKWIFG-ZAAXVRCTSA-N,N#C[C@@H](C1CCC(C(C1)OC1CCCCC1)F)OC(=O)[C@H]1[C@@H](C1(C)C)C=C(Cl)Cl,-7.340000209,Data2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1CCC(F)C(OC2CCCCC2)C1
4812,NSYSSMYQPLSPOD-UHFFFAOYSA-N,OC1CC(C)OC(=O)C1,0.376368285,Data2,CC1CC(O)CC(=O)O1
4813,ALFSJNBVYSQVGG-UHFFFAOYSA-N,OCC(COC1CCC(CC1)C(=O)CC)O,-1.717275616,Data2,CCC(=O)C1CCC(OCC(O)CO)CC1
4814,QPJRVPQZLARJGF-UHFFFAOYSA-N,OC(=O)C(C1CCC2C(C1)NC(O2)C1CCCC(C1)F)C,-3.905033823,Data2,CC(C(=O)O)C1CCC2OC(C3CCCC(F)C3)NC2C1
4815,MEGRETRVTYTRSM-UHFFFAOYSA-N,ClCCN(C1CC(CCC1C)C(=O)NCC)CCCl,-4.750985579,Data2,CCNC(=O)C1CCC(C)C(N(CCCl)CCCl)C1
4816,MZMHSWCIXSDEPD-UHFFFAOYSA-N,CCN(C1C(C)N(CC)C(=O)N(C1=O)C1CCCCC1)CC,-2.916835988,Data2,CCN(CC)C1C(=O)N(C2CCCCC2)C(=O)N(CC)C1C
4817,SWXGTCKIGMOVFI-UHFFFAOYSA-N,O=C1NC(=O)C2(C1)C1CCCCC1CCC1C2CCCC1,-5.266894631,Data2,O=C1CC2(C(=O)N1)C1CCCCC1CCC1CCCCC12
4818,OKHORWCUMZIORR-UHFFFAOYSA-N,COC(=O)CC1C2CC(OC)CCC2N(C1C)C(=O)C1CCC(CC1)Cl,-6.077568842,Data2,COC(=O)CC1C2CC(OC)CCC2N(C(=O)C2CCC(Cl)CC2)C1C
4819,JNGWGQUYLVSFND-UHFFFAOYSA-N,O=C1NC(=O)NC1(C)C1CCCCC1,-1.459671144,Data2,CC1(C2CCCCC2)NC(=O)NC1=O
4820,AWDKLHCXDUACLM-UHFFFAOYSA-N,COC1CC2C(CC1OC)CCN(C2CCC1CCC(CC1)[N+](=O)[O-])C,-4.629239045,Data2,COC1CC2CCN(C)C(CCC3CCC([N+](=O)[O-])CC3)C2CC1OC
4821,WXTVPMWCUMEVSZ-UHFFFAOYSA-N,OC(=O)C1CC(I)C(C(C1)I)N,-4.846362796,Data2,NC1C(I)CC(C(=O)O)CC1I
4822,NSXDSAVBBBKTAM-UHFFFAOYSA-N,ClC1CCCC2C1NC1CCCCC1C2N,-4.580351812,Data2,NC1C2CCCCC2NC2C(Cl)CCCC12
4823,IPDQDGCZABYZKF-UHFFFAOYSA-N,S=C1NC(=S)NC1(C1CCCCC1)C1CCCCC1,-2.71119681,Data2,S=C1NC(=S)C(C2CCCCC2)(C2CCCCC2)N1
4824,LGDFHDKSYGVKDC-UHFFFAOYSA-N,OC1CCC(C2C1NCCC2)S(=O)(=O)O,-0.354430976,Data2,O=S(=O)(O)C1CCC(O)C2NCCCC21
4825,YNZFUWZUGRBMHL-UHFFFAOYSA-N,OCCN1CCN(CC1)CCCN1C2CCCCC2C=CC2C1CCCC2,-3.574007374,Data2,OCCN1CCN(CCCN2C3CCCCC3C=CC3CCCCC32)CC1
