,smiles_canon,Solubility,occurence
7296,CNC(=O)N(c1ccccc1)c1ccccc1,-2.983943087,1.0
7297,CC1(C)C2C(=O)OC(O)C21,-0.642214685,1.0
7298,CCOC(=O)CCSP(=S)(OC(C)C)OC(C)C,-4.274757916,1.0
7299,CCCCCCCC(=O)SCCC[Si](OCC)(OCC)OCC,-5.832669742,1.0
7300,COc1ccccc1NC(=O)CC(C)=O,-1.805904683,1.0
7301,O=C(CC(=O)c1ccccc1)c1ccccc1,-5.657902187,1.0
7302,CCC(C)=NO[Si](C)(ON=C(C)CC)ON=C(C)CC,-0.479230559,1.0
7303,c1cc(OCC2CO2)c2ccc(OCC3CO3)cc2c1,-3.919173798,1.0
7305,Cc1cc(C(C)(C)c2cc(C)c(O)c(C)c2)cc(C)c1O,-4.952866359,1.0
7306,O=C1c2ccccc2C(=O)N1CC1CO1,-2.187343361,1.0
7307,O[Si](O)(c1ccccc1)c1ccccc1,-2.733019818,1.0
7308,Cc1ccc(-c2ccc(B(O)O)c(F)c2)cc1,-4.770748191,1.0
7309,N#Cc1ccc2c(c1)COC2=O,-2.247536844,1.0
7310,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,-3.25534432,1.0
7311,COc1cc(C#N)cc(OC)c1O,-4.952235298,1.0
7312,COc1cc([N+](=O)[O-])ccc1N,-3.204512222,1.0
7313,CCN(CC)C(=O)CC(C)=O,-1.196485693,1.0
7314,COc1ccc([N+](=O)[O-])cc1OC(C)=O,-2.946605713,1.0
7315,COc1cc(Br)c(CCC#N)cc1OC,-3.443443901,1.0
7316,COC(=O)c1ccc(C(=O)OC)c(N)c1,-3.71850418,1.0
7317,COC(=O)CC(C(C)=O)C(=O)OC,-0.524836687,1.0
7318,Cn1c(=O)cc2c3c(c(Br)ccc31)C(=O)c1ccccc1-2,-6.680444683,1.0
7319,CCCCc1nc(C=O)c(Cl)[nH]1,-2.199124347,1.0
7320,OCC1COC(Cc2ccccc2)O1,-0.828305548,1.0
7321,CCC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,-3.73271716,1.0
7322,CC(C)COC(=O)c1ccccc1O,-3.998281252,1.0
7323,CN1c2ccccc2C(=O)c2ccc(Cl)cc2S1(=O)=O,-5.961860054,1.0
7324,CCOC(=O)C(C)=CCP(=O)(OCC)OCC,-0.651175639,1.0
7325,COC(=O)c1ccc(C(=O)OC)c([N+](=O)[O-])c1,-2.835907061,1.0
7326,CCO[Si](CCCNC=O)(OCC)OCC,-0.878351164,1.0
7327,COCCCn1c(=O)c2c(N)c3c(=O)c4ccccc4c(=O)c3c(N)c2c1=O,-7.323792082,1.0
7328,CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2=O,-3.160842804,1.0
7329,CCCCn1c(O)c(C#N)c(C)cc1=O,-2.272980215,1.0
7330,Cc1cccc(N(CCO)CCO)c1,-1.320733421,1.0
7331,O=C(O)c1cc(Br)nn1-c1ncccc1Cl,-1.597084617,1.0
7332,Cc1ccccc1NC(=O)c1cc2ccccc2c(N=Nc2cc(Cl)c(Cl)cc2Cl)c1O,-7.694308137,1.0
7333,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,-6.813058385,1.0
7334,CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,-8.243765317,1.0
7335,C=C(C)C1CCC2(C(=O)O)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC43C)C12,-0.349129043,1.0
7336,CCCN1CCc2c(c3ccccc3n2CCc2ccc(C)nc2)C1,-3.19325928,1.0
7337,O=C(O)c1ccccc1P(c1ccccc1)c1ccccc1,-5.895082532,1.0
7338,COC(=O)c1nccnc1N,-1.642263783,1.0
7339,COC(=O)C=C(C)N,-0.805922035,1.0
7340,Cc1cc(Cc2cc(C)c(O)c(C)c2)cc(C)c1O,-3.408822818,1.0
7341,C(=Cc1ccccc1)C=NCCCCCCN=CC=Cc1ccccc1,-3.893734785,1.0
7342,CC(=O)Nc1c(O)c2ccccc2c2ccccc12,-3.525103919,1.0
7343,CN=C(S)NN,-0.417613787,1.0
7344,CC(C)(c1ccc(OC#N)cc1)c1ccc(OC#N)cc1,-5.469541212,1.0
7345,N#CCC(=O)O,1.070274622,1.0
7346,COC12CC(CO)CN(C)C1Cc1cn(C)c3cccc2c13,-2.82836478,1.0
7347,CCc1ccc2c(c1)C(=O)C(=O)N2,-7.495312857,1.0
7348,CCCCC(CC)COC(=O)c1ccc(C(=O)OCC(CC)CCCC)c(C(=O)OCC(CC)CCCC)c1,-8.25209596,1.0
7349,CCC(Cc1ccc(C)cc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C,-5.301634159,1.0
7350,CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,-6.754949516,1.0
7351,Cc1cc([N+](=O)[O-])ccc1N,-2.876562096,1.0
7352,Cc1ncc(CN)c(N)n1,0.490313478,1.0
7353,CC(C)(CO)COC(=O)C(C)(C)CO,0.068202667,1.0
7354,CC(C#N)NC=O,1.008330993,1.0
7355,Cc1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,-7.969059926,1.0
7356,CC1(C)COC(=O)C2CC=CCC2C(=O)OC1,-3.004180692,1.0
7357,O=C(c1ccccc1)c1ccc(O)c(O)c1,-2.922620455,1.0
7358,O=C(OCc1ccccc1)c1ccc(O)cc1,-3.50057825,1.0
7359,CCCCCCCCCOP(=O)(O)OCCCCCCC,-4.064382431,1.0
7360,O=c1[nH]c2ccccc2c(=O)n1CCCl,-3.574798086,1.0
7361,CCOC(=O)CC(CC(C)=O)C(=O)OCC,-0.91568171,1.0
7362,COc1ccc(CCC#N)cc1OC,-1.901344783,1.0
7363,COC(=O)c1cc(C)cnc1C(=O)OC,-1.019534176,1.0
7364,COC=C(C(=O)OC)c1ccccc1CCl,-3.382755491,1.0
7365,CCCCNS(=O)(=O)c1ccccc1,-2.675766125,1.0
7366,Cc1ccc(O)c(-n2nc3ccccc3n2)c1,-6.11461754,1.0
7367,Oc1ccc(C(c2ccc(O)cc2)(C(F)(F)F)C(F)(F)F)cc1,-3.179505811,1.0
7368,CCCCOC(=O)c1ccc(C(=O)OCCCC)c(C(=O)OCCCC)c1,-4.807173022,1.0
7369,OC(CNCc1ccccc1)C1CCc2cc(F)ccc2O1,-3.900446253,1.0
7370,O=C(Cl)OCCOCCOC(=O)Cl,-4.886551259,1.0
7371,N#CC(O)c1cccc(Oc2ccccc2)c1,-3.328570531,1.0
7372,COC12CC(CO)CN(C)C1Cc1c[nH]c3cccc2c13,-2.813479393,1.0
7373,CON=C(C(=O)OC)c1ccccc1CCl,-2.815027667,1.0
7374,CCCCCCCCCCCCCCCCCC(=O)NCCO,-5.515276808,1.0
7375,c1ccc2c(NCCCN3CCOCC3)cccc2c1,-2.702799494,1.0
7376,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-3.700356921,1.0
7377,Cc1nc2c(O)cccn2c(=O)c1CCO,-2.087598846,1.0
7378,CCCCCCCCC(=O)OCC(CC)(COC(=O)CCCCCCCC)COC(=O)CCCCCCCC,-9.852080362,1.0
7379,CC(c1ccccc1)c1ccc(Nc2ccc(C(C)c3ccccc3)cc2)cc1,-7.263081947,1.0
7380,CCC1OC(C)=C(O)C1=O,0.357785315,1.0
7381,N#[N+]c1c([O-])[nH]c(=O)[nH]c1=O,-1.471742926,1.0
7382,CCOc1ccccc1C(N)=NO,-1.793371249,1.0
7383,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,-5.848582912,1.0
7384,CCCCOC(=O)CSCSCC(=O)OCCCC,-4.34305702,1.0
7385,O=S1(=O)CCCO1,-0.086852938,1.0
7386,CC(C)(C)CC(C)(C)c1ccc(O)c(-n2nc3ccccc3n2)c1,-8.208759704,1.0
7387,Cc1cc(C2(c3ccc(O)c(C)c3)CCCCC2)ccc1O,-5.371519962,1.0
7389,CC(=O)OC1NC(=O)C1C(C)O[Si](C)(C)C(C)(C)C,-3.772791565,1.0
7390,CCOCCCC(C)OCCOCC(C)CO,-0.790858746,1.0
7391,C#CC1(O)CCC2C3C=CC4=CC(=O)CCC4C3CCC21C,-5.254394255,1.0
7393,CCN(C(=O)N(CC)c1ccccc1)c1ccccc1,-3.525624236,1.0
7394,O=C1NCCN1CCO,0.877679996,1.0
7395,O=S(=O)(O)CCCNC1CCCCC1,-3.080191065,1.0
7396,CC(=O)N1CCCCCC1=O,-0.278659027,1.0
7397,O=Cc1c(O)ccc2ccccc12,-3.89356759,1.0
7398,CCOC(=O)Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,-5.24057278,1.0
7399,Cc1cc(Cc2cc(C)c(N)c(C)c2)cc(C)c1N,-3.973787716,1.0
7400,CC1(C)COC2(CCC3=C(CCC4C3CCC3(C)C4CCC3(O)C#N)C2)OC1,-4.409933123,1.0
7401,C=CCOC(=O)C(C)(C)OC(=O)c1cc([N+](=O)[O-])ccc1Cl,-4.436322628,1.0
7402,CC=CC=CC(=O)OCCC[Si](OC)(OC)OC,-2.792944111,1.0
7403,N#CCCCCCCC#N,-1.081066776,1.0
7404,CC1CN1C(=O)c1cccc(C(=O)N2CC2C)c1,-3.676103083,1.0
7405,CCC(=O)N(c1ccccc1)C1CCN(Cc2ccccc2)CC1,-3.415039619,1.0
7406,CC(c1ccccc1)c1ccc(O)cc1O,-1.745487263,1.0
7407,CCOC(=O)C1=NOC(c2ccccc2)(c2ccccc2)C1,-5.445012288,1.0
7408,NS(=O)(=O)c1ccccc1C(F)(F)F,-2.790246786,1.0
7409,N#Cc1cccc([N+](=O)[O-])c1C#N,-2.937342333,1.0
7410,O=C1NC(=O)c2ccc3c4cccc5cccc(c6ccc1c2c63)c54,-6.015595527,1.0
7411,CC(C)(CN)C(N)=O,0.845558081,1.0
7412,CCNS(=O)(=O)c1ccc(C)cc1,-2.62733796,1.0
7414,CCC=CCCOC(=O)c1ccccc1O,-4.643980615,1.0
7415,CCOC(=O)C(C)Oc1ccc(O)cc1,-1.351881427,1.0
7416,CCOC(=O)ON=C(C)C(=O)c1ccccc1,-3.264299355,1.0
7417,CC(C)c1ccc(S(=O)(=O)O)cc1,0.612766295,1.0
7418,CCCCCCCCCCCCCCCC(=O)NCCO,-4.873246364,1.0
7419,CSc1nc(Br)c(C(=O)C(C)c2cnc(C)cn2)n1C,-4.052225611,1.0
7420,CCC(c1ccc(S(=O)(=O)O)cc1)C(C)CC(C)CC(C)C,-0.092928735,1.0
7421,NC(=O)c1ccc(Cl)c(N)c1,-1.976701685,1.0
7422,COC(=O)C(=Cc1ccc(OC)cc1)C(=O)OC,-3.439333735,1.0
7423,COC(=O)C1CN(C)C2Cc3c[nH]c4cccc(c34)C2(OC)C1,-2.625886671,1.0
7424,CN(C)c1ccc(C(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,-5.458393762,1.0
7425,CCCCOCCOCCOCOCCOCCOCCCC,-1.301634227,1.0
7426,O=c1[nH]c2ccccc2c(=O)o1,-2.735418971,1.0
7427,CCC(Cc1ccccc1)(C(=O)c1ccc(N2CCOCC2)cc1)N(C)C,-4.793224574,1.0
7428,CCCC(=O)OCCCC(CCC(C)OC(=O)CCC)OC(=O)CCC,-5.130218128,1.0
7429,CC(C)(C)C(=O)OC1CCC2(C)C3CCC4(C)C(=O)C5CC5C4C3C=CC2(O)C1,-4.824513075,1.0
7430,Cc1ccc(Nc2ccc3c4c(cc(=O)n3C)-c3ccccc3C(=O)c24)cc1,-5.10444909,1.0
7431,Nc1ccc(CCc2ccc(N)cc2)cc1,-3.645696073,1.0
7432,Cc1[nH]cnc1CO,0.26833764,1.0
7433,C=CC(C)(C#CC1(O)C(C)=C2OC(C)OC2CC1(C)C)OC(C)OCC,-2.607455023,1.0
7434,O=C1c2ccccc2C(=O)C1c1nc2ccccc2c(Br)c1O,-4.867097148,1.0
7435,CCCCC(CC)COC(=O)C(C#N)=C(c1ccccc1)c1ccccc1,-6.95604831,1.0
7436,COc1ccc(C(=O)CSc2cccc(OC)c2)cc1,-5.28471412,1.0
7437,COc1ccc([N+](=O)[O-])cc1OCCCN1CCN(C)CC1,-0.809229099,1.0
7438,Nc1c(Oc2ccccc2)c(Oc2ccccc2)c(N)c2c1C(=O)c1ccccc1C2=O,-8.271656595,1.0
7439,O=C1CC2(CCN(Cc3ccccc3)CC2)CC(=O)N1,-3.108785459,1.0
7440,COc1ccc2c(c1)CCCC2=CCC1(C)C(=O)CCC1=O,-4.828367439,1.0
7441,CCOc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.311539415,1.0
7443,Nc1nc(N)c(N=O)c(N)n1,-3.845467315,1.0
7444,CC(C)(C)OC(=O)N1CCN(c2ccc(N)nc2)CC1,-1.717869321,1.0
7445,CP(=O)(Oc1ccccc1)Oc1ccccc1,-2.201708149,1.0
7446,O=C(Nc1ccc(Cl)cc1)c1cc2ccccc2cc1O,-5.473837622,1.0
7447,CC(=O)CC(=O)Nc1ccccc1,-1.299079593,1.0
7448,CC1=Nc2ccc(C(=O)O)cc2C1(C)C,-2.662587344,1.0
7449,CCC1(CC=C2CCCc3cc(OC)ccc32)C(=O)CCC1=O,-4.172502574,1.0
7450,O=C(OCc1ccccc1)c1ccccc1O,-4.413922406,1.0
7451,O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,-1.340109783,1.0
7452,CCCCCCCCCCCCCCC[N+](C)(C)[O-],0.062075274,1.0
7453,COc1ccc(C(=O)c2ccccc2O)c(O)c1,-7.273884819,1.0
7454,O=Cc1ccc(B(O)O)cc1,-2.267380323,1.0
7455,C=C(C)C(=O)NCNC(=O)C(=C)C,-1.189233896,1.0
7456,O=C1c2cccc(Sc3ccccc3)c2C(=O)c2c(Sc3ccccc3)cccc21,-5.517319903,1.0
7457,CCOP(=O)(C(=O)c1c(C)cc(C)cc1C)c1ccccc1,-3.956080437,1.0
7458,CC(COCC(C)OC(=O)c1ccccc1)OC(=O)c1ccccc1,-4.59550231,1.0
7459,CCCCCCCCCCCC(=O)NCCO,-4.329395381,1.0
7460,NC(=O)C1CCCN1,0.78536466,1.0
7461,Cc1cccc(S(=O)(=O)O)c1C,0.792167359,1.0
7462,CC(CC(=O)NCCO)CC(C)(C)C,-3.701801474,1.0
7463,CC=CC(CCC)(C(=O)O)C(CCC)(CCC)C(=O)O,-3.495357768,1.0
7464,Cc1cc(N)c(S(=O)(=O)O)cc1Cl,-2.345683606,1.0
7465,O=C(Oc1cc([N+](=O)[O-])c(Cl)cc1Cl)Oc1cc([N+](=O)[O-])c(Cl)cc1Cl,-6.81290923,1.0
7466,COc1cc2c(cc1OC)CC(=O)NC=C2,-3.728135144,1.0
7467,C=C(C)C(=O)OCCOC(=O)CC(C)=O,-1.063683421,1.0
7468,CCCCN(CCCC)C(=S)SCSC(=S)N(CCCC)CCCC,-6.240490287,1.0
7469,CCCCCCCCC=CCCCCCCCCNCCCNCCCNCCCN,-3.836068829,1.0
7470,C=C(C)C(=O)OCC(O)CO,0.795420451,1.0
7471,CNC(=O)c1cc(C#N)cc(C)c1N,-3.046495164,1.0
7472,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(C(=O)OCCCCCCCC(C)C)c1,-5.706571057,1.0
7473,Cn1c(=O)c2c(nc(CN=C=S)n2Cc2ccccc2)n(C)c1=O,0.244904526,1.0
7474,Nc1c(-c2nc3cc4c(cc3o2)C(=O)c2ccccc2C4=O)ccc2c1C(=O)c1ccccc1C2=O,-5.496412982,1.0
7476,Cc1ccccc1NC(=O)c1cc2ccccc2cc1O,-4.623440388,1.0
7477,CC(C)c1ccc(OP(=O)(Oc2ccc(C(C)C)cc2)Oc2ccc(C(C)C)cc2)cc1,-6.090980448,1.0
7478,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,-6.978272032,1.0
7479,CC1=NS(=O)(=O)c2ccccc21,-3.193721295,1.0
7480,CCCCCCC(O)CC=CCCCCCCCC(=O)NCCCN(C)C,-3.559360339,1.0
7481,COC(C)(C)CC(C)(C#N)N=NC(C)(C#N)CC(C)(C)OC,-2.547929345,1.0
7482,O=C(O)COc1ccc2sc3ccccc3c(=O)c2c1,-4.187310831,1.0
7483,CC(=O)N1CSCC1C(=O)O,-0.189692633,1.0
7484,Cn1cc(C(=O)Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,-5.608917495,1.0
7485,Nc1ccc([N+](=O)[O-])c(N)c1,-2.18508921,1.0
7486,Cc1n[nH]c(C)c1C(=O)O,-1.669445197,1.0
7487,CCCCCCCCN(CCO)CCO,-2.191033207,1.0
7488,Cc1cccc(C)c1NC(=O)CN1CCNCC1,0.446811738,1.0
7489,CC1=NN(c2ccccc2)C(=O)C1=CC1C(=O)N(c2ccccc2)N=C1C,-7.882268689,1.0
7490,OC12COC(c3ccccc3)OC1C1OC(c3ccccc3)OCC1O2,-4.437963147,1.0
7491,CCN(CCOC(C)OCC(C)C)c1ccc(N=Nc2ccccc2)cc1,-7.090500005,1.0
7492,CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,-1.781748535,1.0
7493,Cc1nc2ccccc2c(C(=O)O)c1O,-4.006887296,1.0
7494,O=S(=O)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.186614832,1.0
7495,COC(=O)c1c(C)cc(O)c(C)c1O,-4.03743181,1.0
7496,COC(=O)C1(NC(=O)Cc2cc(C)ccc2C)CCC(OC)CC1,-3.123326522,1.0
7497,CN(C)C(=S)SC(=S)N(C)C,-2.830251543,1.0
7498,O=C1CCC(=O)c2c1c(O)c1ccccc1c2O,-5.509167742,1.0
7499,NC(C(=O)O)c1ccccc1,-1.508277256,1.0
7500,CC(C)Cc1ccc(C(C)C(=O)Nc2cccc(O)c2)cc1,-7.564850396,1.0
7501,COC1OC(COS(=O)(=O)c2ccc(C)cc2)C2OC(C)(C)OC12,-4.156434778,1.0
7502,S=c1[nH]nc(SSc2n[nH]c(=S)s2)s1,-3.252150164,1.0
7503,O=C1c2ccccc2C(=O)c2c1ccc1c2[nH]c2ccc3c4ccccc4c(=O)c4ccc1c2c43,-5.506567263,1.0
7504,C=CC(=O)OCCOCCOCCOCCOC(=O)C=C,-0.500014158,1.0
7505,O=C(Nc1ccc2oc(-c3cccc(Cl)c3Cl)nc2c1)c1ccccc1Br,-6.02131064,1.0
7506,Nc1cc(N)nc(N)n1,-0.571031885,1.0
7507,CC(C)(c1cc(Br)c(OCC2CO2)c(Br)c1)c1cc(Br)c(OCC2CO2)c(Br)c1,-7.395301634,1.0
7508,CCOc1ccccc1NC(=O)c1cc2ccccc2cc1O,-5.186600678,1.0
7509,C=CCc1cc(C(C)(C)c2ccc(O)c(CC=C)c2)ccc1O,-3.996381299,1.0
7510,C=CC(=O)NCCC[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,-7.148055187,1.0
7511,CC(C)CCC1(CCBr)C(=O)NC(=O)NC1=O,-9.405361872,1.0
7512,Cc1ccc(C(N)=O)cc1N,-0.57672845,1.0
7514,CC(C)(CO)C1OCC2(CO1)COC(C(C)(C)CO)OC2,-3.258110541,1.0
7515,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC,-3.535335488,1.0
7516,Cc1ccc(S(C)(=O)=O)cc1[N+](=O)[O-],-2.764687764,1.0
7518,O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3nc4ccc5c(c4s3)C(=O)c3ccccc3C5=O)sc21,-2.422060847,1.0
7519,ClCCN(CCCl)c1ccc(-c2csc(COc3ccccc3)n2)cc1,-4.576551215,1.0
7520,O=C(O)CN(C(=O)OCc1ccccc1)C1CCCCC1,-3.285432411,1.0
7521,CC12CCC3C(C=CC4(O)CC(O)CCC34C)C1C1CC1C2=O,-5.546048043,1.0
7522,CCCCCCCCCC(=O)Oc1ccc(C(=O)O)cc1,-5.424546361,1.0
7524,C=CC(=O)OC(C)COCC(C)OCC(C)OC(=O)C=C,-1.875569091,1.0
7525,Nc1ccc(N=Nc2ccccc2)c(N)c1,-2.784785645,1.0
7526,C=CC(=O)OCCOC(=O)Nc1cccc(SC)c1,-3.892907062,1.0
7527,Cc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-7.549180521,1.0
7528,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,-1.919233785,1.0
7529,NC(=O)c1ccc(N)cc1,-1.225542196,1.0
7530,CC(C)OC(=O)C(C)NP(=O)(Oc1ccccc1)Oc1c(F)c(F)c(F)c(F)c1F,-6.13524936,1.0
7531,Cc1nc2n(c(=O)c1CCN1CCC(C(=NO)c3ccc(F)cc3F)CC1)CCCC2,-3.551184355,1.0
7532,C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,-1.418639523,1.0
7533,Nc1nc(CC(=O)O)cs1,-1.981652801,1.0
7534,Cc1cccc(C(=O)N=C(S)Nc2ccccc2)c1,-1.913396704,1.0
7535,CCCCOC(=O)NC1CCC(CC2CCC(NC(=O)OCCCC)CC2)CC1,-6.721877045,1.0
7536,O=C1C(Cl)=CC(Cl)=CC1=C1NC(=O)c2ccccc2N1,-7.055966111,1.0
7537,COc1ccc(-c2cc(=O)c3c(OC)cccc3o2)cc1,-3.6872755,1.0
7538,CCCCCCCCCCCC(=O)OS(=O)(=O)O,-0.000586832,1.0
7539,CC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.566808867,1.0
7540,CCCCCCCCCCCC(=O)OCC(O)CO,-4.660232224,1.0
7541,CC12CCC(=O)C=C1CCC1C2CCC2(C)C(=O)CC(O)C12,-2.213099623,1.0
7542,O=C(OC1COC2C(OC(=O)c3ccccc3)COC12)c1ccccc1,-4.102284946,1.0
7543,COc1ccc(C(=O)Nc2ccccc2)cc1N,-3.865797889,1.0
7544,CN1C(=O)c2ccc3c4ccc5c6c(ccc(c7ccc(c2c37)C1=O)c64)C(=O)N(C)C5=O,-7.881236875,1.0
7545,Cc1ccc([N+](=O)[O-])cc1NN=C1C(=O)C(C(=O)Nc2ccccc2)=Cc2ccccc21,-7.557966354,1.0
7546,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2C#N)cc1,-5.47208103,1.0
7547,CCCCC(Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)(C(=O)OC1CC(C)(C)N(C)C(C)(C)C1)C(=O)OC1CC(C)(C)N(C)C(C)(C)C1,-5.835716692,1.0
7548,CCCCCCCCP(=O)(O)O,-3.014807539,1.0
7549,O=c1c2ccccc2[nH]c2c(Cl)c3c(=O)c4ccccc4[nH]c3c(Cl)c12,-7.066624735,1.0
7550,O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c(Cl)c1,-7.996997355,1.0
7551,COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.263223767,1.0
7552,COC1=CC(=CNc2cc(NC(C)=O)c(Cl)cc2Cl)C(=O)C=C1,-5.246995864,1.0
7553,COc1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1,-6.929010817,1.0
7554,CC(C)C1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,-2.692755453,1.0
7555,CC(C)C(=O)C(=Cc1ccccc1)C(=O)Nc1ccccc1,-4.450374368,1.0
7556,COC(=O)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1N,-5.790064217,1.0
7557,CCCCCCCC(=O)NCC(=O)O,-2.111535435,1.0
7558,N#Cc1ccccc1C=Cc1ccc(C=Cc2ccccc2C#N)cc1,-7.240627648,1.0
7559,O=S(=O)(O)CCN1CCOCC1,-0.022912245,1.0
7560,CS(=O)(=O)c1ccc(C=O)c(C(F)(F)F)c1,-2.465244599,1.0
7561,O=C1NC(=O)C(=NO)C(=O)N1,-1.293045835,1.0
7562,Cc1cc2[nH]c(=O)[nH]c2cc1N,-1.721301509,1.0
7563,ClCCN(CCCl)c1ccc(-c2csc(Cc3ccccc3)n2)cc1,-3.807243715,1.0
7564,COC(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2Cl)cc1[N+](=O)[O-],-5.965155117,1.0
7565,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,-5.704002606,1.0
7566,O=C1CCCCCCCCCCC(=O)OCCO1,-3.53375715,1.0
7567,COc1ccc2[nH]c(=S)[nH]c2c1,-2.750662646,1.0
7568,CC(C)N(C(=O)c1ccccc1B(O)O)C(C)C,-4.618250197,1.0
7569,CCCC(O)C1(C)OC(C)=C(O)C1=O,-3.910602716,1.0
7570,CN1COCN=C1N[N+](=O)[O-],-1.002290158,1.0
7571,O=C(c1ccc(Oc2ccccc2)cc1)c1ccc(C(=O)c2ccc(Oc3ccccc3)cc2)cc1,-5.922342903,1.0
7573,CC(=O)C(N=Nc1ccc(Cl)cc1[N+](=O)[O-])C(=O)Nc1ccccc1Cl,-7.721756991,1.0
7574,CC(=O)C1(O)CCC2C3C=CC4=CC(=O)C=CC4(C)C3CCC21C,-4.212766189,1.0
7575,OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,-2.905953753,1.0
7576,CC(C#N)N(CC#N)CC#N,-1.463190105,1.0
7577,CC1(C)CC(NCCC#N)CC(C)(CNCCC#N)C1,-0.936419484,1.0
7578,CC12CCC(O)CC1=CC(O)C1C2CCC2(C)C(=O)CC(O)C12,-3.032973739,1.0
7579,O=c1[nH]c2ccc([N+](=O)[O-])cc2[nH]1,-3.274087063,1.0
7580,CCN(CCCl)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)c(C)c1,-7.74896798,1.0
7581,C=C1CC2C(CCC3(C)C2CCC3(OC(C)=O)C(C)=O)C2(C)CCC(=O)C=C12,-6.107791354,1.0
7582,C=CCOC(=O)OCCOCCOC(=O)OCC=C,-2.065266304,1.0
7583,COC(=O)c1cc(C(=O)O)cc([N+](=O)[O-])c1,-2.073732624,1.0
7584,CCCCCCCCCCC(CCCCCCCC)COC1OCC(O)C(O)C1O,-5.272413759,1.0
7585,Nc1ccc2[nH]c(=O)[nH]c2c1,-2.334779408,1.0
7586,CCOc1ccccc1NC(=O)C(=O)Nc1ccccc1CC,-6.017544726,1.0
7587,CCCCCCCCCCCCCCCC=CCC(CC(=O)O)C(=O)O,-6.964443023,1.0
7588,CC(=O)Nc1ccc(Nc2ccc(O)c3c2C(=O)c2ccccc2C3=O)cc1,-6.248766353,1.0
7589,O=S(=O)(N(CCO)CCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-2.862859783,1.0
7590,O=C1c2ccccc2C(=O)c2c(Nc3ccccc3)ccc(O)c21,-6.044985126,1.0
7591,CCC(C(=O)O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,-4.602791824,1.0
7592,COC(=O)C1CC(=O)C(C(=O)OC)CC1=O,-4.154197941,1.0
7593,O=c1[nH]c2ccccc2c(=O)n1CCO,-3.1128928,1.0
7594,COc1ccc(C(=O)Nc2ccccc2)cc1[N+](=O)[O-],-4.98782549,1.0
7595,Cc1cc(-n2c(=S)n3n(c2=S)CCCC3)ccc1Cl,-8.215187552,1.0
7596,CCN1C(=O)C(=NNc2ccccc2[N+](=O)[O-])C(C)=C(C#N)C1=O,-6.815962732,1.0
7597,CCN(CC)c1ccc2c(c1)Oc1cc(N(CC)CC)ccc1C21OC(=O)c2ccccc21,-1.962063055,1.0
7598,COc1cc(CC(C(C)=O)C(C)=O)ccc1O,-1.786365949,1.0
