,C_ID,Name,InChIKey,SMILES,CAS,LogS
993,C-994,,MARGMYHNEQURTE-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C)OC(=O)CC.[Cl-],,-5.745435069
994,C-995,,OIRAEJWYWSAQNG-LBPRGKRZSA-N,OC(=O)[C@H]1CCc2c1cc(Cl)c(c2)C1CCCCC1,,-5.742824846
995,C-996,,VEDTXTNSFWUXGQ-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSc1ccc(cc1)Cl,,-5.7399998
996,C-997,,ODLGFPIWRAEFAN-PFEQFJNWSA-N,COc1ccc2c(c1)N(C[C@@H](CN(C)C)C)c1c(S2)cccc1.Cl,,-5.739390314
997,C-998,,VBKNNJQOMLOXQL-UHFFFAOYSA-N,C[NH+](CCCC1c2ccccc2C=Cc2c1cccc2)C.[Cl-],,-5.739352381
998,C-999,,REYUZOLYIOQRIG-UHFFFAOYSA-N,CCCCCCCCCCOc1c(OC)cc(cc1OC)C(=O)N,,-5.736671984
999,C-1000,,XMBJPJHCAJZCLU-UHFFFAOYSA-N,[O-]S(=O)(=O)C.OCc1ccc2c3c1sc1cc(Cl)ccc1c3nn2CC[NH+](CC)CC,,-5.73596693
1000,C-1001,,RZQROJIKNQDWGX-LVEZLNDCSA-N,OC(=O)/C=C/C(=O)O.OC(=O)/C=C/C(=O)O.CNC(=O)CN1CCN(CC1)CC1COC2(O1)c1ccccc1C=Cc1c2cccc1,,-5.734845823
1001,C-1002,,CNGNQNHWZQZZPC-LIXABZRUSA-N,CC(=O)Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccccc1.Cl,,-5.733984005
1002,C-1003,,VDOLRBJLUIFCGO-UHFFFAOYSA-N,C1CCN(C1)CCN1c2ccccc2Sc2c1cccc2.Cl,,-5.732015598
1003,C-1004,,PHQBGRRDAYJMCR-UHFFFAOYSA-N,CCCCC1=CC(N(C(C1)(C)C)C(=O)CN(CC)CC)(C)C,,-5.730357367
1004,C-1005,,ISNMCLQAHBYOKS-UHFFFAOYSA-N,CN1c2ccccc2CN(c2c1cccc2)C,,-5.728628823
1005,C-1006,,ZCDNRPPFBQDQHR-SSYATKPKSA-N,CCOC(=O)Oc1c(OC)cc(cc1OC)C(=O)O[C@@H]1C[C@@H]2CN3CCc4c([C@H]3C[C@@H]2[C@@H]([C@H]1OC)C(=O)OC)[nH]c1c4ccc(c1)OC,,-5.726688779
1006,C-1007,,NFCRBQADEGXVDL-UHFFFAOYSA-M,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-].O,,-5.72523161
1007,C-1008,,SIZQOZWQHVSXMC-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1ccc(cc1)F.Cl,,-5.724203129
1008,C-1009,,VRCHGIBAGWCXID-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1ccc(cc1)C.Cl,,-5.72393991
1009,C-1010,,VNTDJZPKDTVRQN-UHFFFAOYSA-N,COC1(CCC(CC1)NCCCC(=O)c1ccc(cc1)F)c1cccc(c1)C.Cl,,-5.72393991
1010,C-1011,,DDLIGBOFAVUZHB-UHFFFAOYSA-N,Clc1ccc2c(c1)C(=NCc1n2c(C)nc1)c1ccccc1F,,-5.72094122
1011,C-1012,,JHJOOSLFWRRSGU-UHFFFAOYSA-N,COP(=S)(Oc1cc(Cl)c(cc1Cl)Cl)OC,,-5.7199998
1012,C-1013,,YFEPHJVWLFGWKH-CQSZACIVSA-N,COc1cc2c(cc1OC)c1C[C@H]3CCCN3Cc1c1c2c(OC)c(OC)cc1,,-5.719691027
1013,C-1014,,TYQXKHPOXXXCTP-CSLYCKPJSA-N,CCC(=O)O[C@H]1[C@@H](O[C@@H](C[C@@H]1N(C)C)C)O[C@@H]1[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@@H](C)C(=O)O[C@H](CC)[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]1(C)O)C)C)O)(C)O,,-5.719226289
1014,C-1015,,DULRAWOLASLZFF-UHFFFAOYSA-N,CN(C(CC12CC3CC(C2)CC(C1)C3)C)Cc1ccccc1.Cl,,-5.718172787
1015,C-1016,,OLNLBYCEMYGFIP-UHFFFAOYSA-N,CN(CCCC12CC3CC(C1)CC(C2c1ccccc1)C3)C.Cl,,-5.718172787
1016,C-1017,,IKYIXZSIKOYSLD-UHFFFAOYSA-N,OC(=O)C(c1ccccc1)Cc1cc(I)c(c(c1)I)O,,-5.717848796
1017,C-1018,,KRTPZDITOONUEW-UHFFFAOYSA-N,CCC(C(=O)OCC(Br)(Br)Br)CC,,-5.716895887
1018,C-1019,,REXWOFSLUVLBDP-QNGOZBTKSA-N,CCC(=O)N1C2CCC1CN(C2)C/C(=C/c1ccccc1)/c1ccccc1,,-5.716173251
1019,C-1020,,QNXUUBBKHBYRFW-QWAPGEGQSA-N,ClCCOC1=CC2=C(C=O)C[C@@H]3[C@]([C@]2(CC1)C)(F)[C@@H](O)C[C@]1([C@H]3C[C@@H]2[C@]1(OC(O2)(C)C)C(=O)COC(=O)C)C,,-5.715746222
1020,C-1021,,YWYQTGBBEZQBGO-OQOYYRQQSA-N,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@@H]2[C@H](O)C)C)C,,-5.715565905
1021,C-1022,,JJYCENBZIMIWTM-HYFMXHDLSA-N,CO[C@@H]1[C@@H](OC(=O)N)[C@@H](O)[C@H](OC1(C)C)Oc1ccc2c(c1C)oc(=O)c(c2O)NC(=O)c1ccc(c(c1)CCC(C)C)O,,-5.713079518
1022,C-1023,,YILXLSNWYXRHLU-UHFFFAOYSA-N,Ic1ccc(nc1)SCCCCCCCN1CCSC1.Cl,,-5.708873561
1023,C-1024,,ULGZDMOVFRHVEP-RWJQBGPGSA-N,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C[C@H](C(=O)[C@@H]([C@H]([C@]1(C)O)O)C)C)(C)O,,-5.70820202
1024,C-1025,,OHXVNPLQCLJGEX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC,,-5.702978065
1025,C-1026,,ODMDVXBFLZLMOV-UHFFFAOYSA-N,O=CC(c1ccc2c(c1)ccc1c2cccc1)C,,-5.701382665
1026,C-1027,,VYVKHNNGDFVQGA-UHFFFAOYSA-N,COc1ccc(cc1)CC(N(CCCCOC(=O)c1ccc(c(c1)OC)OC)CC)C,,-5.694401029
1027,C-1028,,YDUVNCVFHOFCBV-UHFFFAOYSA-N,O=C(N1c2ccccc2CCc2c1cccc2)C[NH2+]C(C)(C)C.[Cl-],,-5.693816365
1028,C-1029,,APUSEOXZOIWVBF-RZWQWLLSSA-N,COc1ccc(cc1)C(=O)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,,-5.692892577
1029,C-1030,,IABNRFKGIGJEFF-UHFFFAOYSA-N,CCC1(CC)OC(c2c1cccc2)(CCCN(C)C)c1ccccc1.Cl,,-5.692017365
1030,C-1031,,MAFMQEKGGFWBAB-UHFFFAOYSA-N,COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(cc1)NCCCC,,-5.691658777
1031,C-1032,,DCKXNKRUGUYEPS-UHFFFAOYSA-N,ClCCN(c1ccc(cc1)OC(=O)c1ccccc1)CCCl,,-5.690990336
1032,C-1033,,XHSHZRTUPHMFMW-UHFFFAOYSA-N,CN(CCCC1(CC(c2c1cccc2)(C)C)c1ccccc1)C.Cl,,-5.690763406
1033,C-1034,,CHNUNORXWHYHNE-UHFFFAOYSA-N,CC(Oc1cc(c(cc1Cl)Cl)n1nc(oc1=O)C(C)(C)C)C,,-5.6900001
1034,C-1035,,YVBGGZGCBWNVDX-UHFFFAOYSA-N,CN(CCCC1c2ccccc2C=Cc2c1cccc2)C,,-5.685727665
1035,C-1036,,OJTXPGCWXBTARX-UHFFFAOYSA-N,CCN(CCCn1c(=O)c2ccccc2[nH]c2c1cccc2)CC,,-5.684367611
1036,C-1037,,PQYGSSYFJIJDFK-UHFFFAOYSA-N,CCCCCCCC(=O)CCCCCCC,,-5.684359957
1037,C-1038,,CTVUQTJFCOUSCI-UHFFFAOYSA-N,CCCCN1CCC(CC1)(OC(=O)Cc1ccccc1)c1ccccc1.Cl,,-5.680824996
1038,C-1039,,FZMYJEWPAHFZNM-UHFFFAOYSA-N,CCN(CCOC(=O)C1c2ccccc2Cc2c1cccc2)CC.Cl,,-5.680534681
1039,C-1040,,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,CCCN(c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-])CCC,,-5.6799998
1040,C-1041,,QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,,-5.6799998
1041,C-1042,,YDLQKLWVKKFPII-UHFFFAOYSA-N,Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c(=S)[nH]c2c1cccc2,,-5.679018161
1042,C-1043,,SQSNGPIVSCOKRR-UHFFFAOYSA-N,CNCCCN1c2cc(Cl)ccc2Sc2c1ccc(c2)O,,-5.678912453
1043,C-1044,,QLPNZYZWDNTQFD-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)CCc1c2cccc1)C,,-5.677663758
1044,C-1045,,FPPCQURAUSZVBZ-UHFFFAOYSA-N,CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1.Cl,,-5.676198044
1045,C-1046,,XAXZRLRPMYYALI-UHFFFAOYSA-N,Clc1ccc2c(c1)c(C)cc(n2)SCCCCCN1CSCC1.Cl.Cl,,-5.672989305
1046,C-1047,,JYNMKSDVPCAZCM-UHFFFAOYSA-N,CCCCCCCCSCCCCCCN1CSCC1.Cl,,-5.672849211
1047,C-1048,,SBPBAQFWLVIOKP-UHFFFAOYSA-N,CCOP(=S)(Oc1nc(Cl)c(cc1Cl)Cl)OCC,,-5.6700001
1048,C-1049,,UOAMTSKGCBMZTC-UHFFFAOYSA-N,OC(C(Cl)(Cl)Cl)(c1ccc(cc1)Cl)c1ccc(cc1)Cl,,-5.6700001
1049,C-1050,,KQNZDYYTLMIZCT-KQPMLPITSA-N,O[C@@H]1C[C@@H]2[C@@H](C1)/C=C/CCC[C@@H](OC(=O)/C=C/[C@H]2O)C,,-5.669571013
1050,C-1051,,VGQBGHMODQMJEJ-UHFFFAOYSA-N,COc1cc2c(cc1OC)CCN(C2CCc1cccc(c1Cl)Cl)C,,-5.669512187
1051,C-1052,,LXGKFCALTYIGBW-UHFFFAOYSA-N,COc1cc2c(cc1OC)CCN(C2CCc1c(Cl)cccc1Cl)C,,-5.669512187
1052,C-1053,,HRNKLYSRKFRIQO-UHFFFAOYSA-N,CCCCOc1ccc(cc1)OCC(=O)N(c1cccc(c1)OCC)CCN(C)C.Cl,,-5.667408659
1053,C-1054,,HDGAKKHUALYJSA-UHFFFAOYSA-N,CCC(C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C)Cl.[Cl-],,-5.665743421
1054,C-1055,,CERUVRSAHAFOLZ-LAWPZHMJSA-N,O=C1OCC(=C1)[C@H]1CC[C@]2([C@]1(C)CCC1C2CC[C@H]2[C@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O[C@H]1C[C@H](O)[C@@H]([C@H](O1)C)O)O,,-5.661505624
1055,C-1056,,VVPAATLHWUDQMI-MZIRSVLISA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CC=C(C)C,,-5.66019207
1056,C-1057,,CHNXZKVNWQUJIB-VPXZLSIOSA-N,C#C[C@@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CC(=O)CC[C@]12C,,-5.6599998
1057,C-1058,,YTCSKUDULFDUDD-UHFFFAOYSA-N,NCCCN1c2ccc(cc2Sc2c1cc(Cl)cc2)O,,-5.659497421
1058,C-1059,,LXRLABSDZUKVGP-UHFFFAOYSA-N,C[NH2+]CCCC1c2ccccc2CCc2c1cccc2.[Cl-],,-5.656981045
1059,C-1060,,DTTVBSRGHJKBOQ-UHFFFAOYSA-N,CCN(CC(=O)N1C(C)(C)CC(=CC1(C)C)c1ccccc1)CC,,-5.656796808
1060,C-1061,,ADLUXTSNZSZRQU-UHFFFAOYSA-N,OC(=O)C(=O)O.CN(CCCC1(OC(c2c1cccc2)(C)C)C1CCCCC1)C,,-5.656205307
1061,C-1062,,CDOZDBSBBXSXLB-UHFFFAOYSA-N,CCN(C(CN1c2ccccc2Sc2c1cccc2)C)CC,,-5.654395513
1062,C-1063,,LMYNSXURIAOYIR-UHFFFAOYSA-N,c1ccc2c(c1)CCC1N2CCN(C1)CCc1cccc2c1cccc2.Cl,,-5.652232588
1063,C-1064,,XTSSXTWGEJTWBM-FQEVSTJZSA-N,COc1ccc2c(cc1=O)[C@H](CCc1c2c(OC)c(c(c1)OC)OC)NC(=O)c1ccccc1,,-5.651347665
1064,C-1065,,VQNAFOJXHZEXDE-UHFFFAOYSA-N,CCCC[NH+]1CCC(CC1)OC(=O)C(c1ccccc1)c1ccccc1.[Cl-],,-5.650253792
1065,C-1066,,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,Clc1cc(Cl)c(c(c1Cl)Cl)Cl,,-5.6500001
1066,C-1067,,XXLZPUYGHQWHRN-RPBOFIJWSA-N,CCC1=C(C[C@H]2NCCc3c2cc(OC)c(c3)OC)C[C@@H]2N(C1)CCc1c2cc(c(c1)OC)OC,,-5.645775378
1067,C-1068,,TXNPKAZVKAHXGK-UHFFFAOYSA-N,OC(=O)C(c1ccc2c(c1)nc(o2)c1ccc(cc1)C(C)(C)C)C,,-5.642261784
1068,C-1069,,HVFCLQQFFYUROM-XJQFHKDFSA-N,COc1ccc(cc1[N+](=O)[O-])C(=O)CN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,,-5.641406166
1069,C-1070,,XCJXQCUJXDUNDN-OZUNKVAOSA-N,ClC1=C(Cl)[C@]2(C([C@]1(Cl)[C@H]1[C@@H]2CC=C1)(Cl)Cl)Cl,,-5.6399999
1070,C-1071,,CRQQGFGUEAVUIL-UHFFFAOYSA-N,N#Cc1c(Cl)c(C#N)c(c(c1Cl)Cl)Cl,,-5.6399999
1071,C-1072,,IRIAEXORFWYRCZ-UHFFFAOYSA-N,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,,-5.6399999
1072,C-1073,,ZCUZNOKYZBDPMI-LIXABZRUSA-N,COc1ccc(c(c1)C)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2.Cl,,-5.638903442
1073,C-1074,,VLTOCQFUFACJGC-UHFFFAOYSA-N,CNCCC=C1c2ccccc2C(c2c1cccc2)(C)C.Cl,,-5.638211212
1074,C-1075,,UOXWPQGDEPCZDZ-BNXVUDNTSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.COc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCc1ccco1,,-5.63587875
1075,C-1076,,FGXWKSZFVQUSTL-UHFFFAOYSA-N,Clc1ccc2c(c1)[nH]c(=O)n2C1CCN(CC1)CCCn1c(=O)[nH]c2c1cccc2,,-5.635315931
1076,C-1077,,RUEYJJXJQYFCCU-UHFFFAOYSA-N,N#CC(c1cccc2c1cccc2)(CC[NH+](CC)C)CC=C(C)C.[Cl-],,-5.626250327
1077,C-1078,,QIGRLMYLFKLTOE-UHFFFAOYSA-N,N#CC(Cc1cccc2c1cccc2)(CC[NH+](C)C)CC=C(C)C.[Cl-],,-5.626250327
1078,C-1079,,JHKAMWMWNMZLLS-UHFFFAOYSA-N,CC(CN(c1cc(ccc1C)C(=O)O)CC(Cl)C)Cl,,-5.624637716
1079,C-1080,,SDJZXAABVIWCNW-BNXVUDNTSA-N,O[C@H]([C@H](C(=O)O)O)C(=O)O.CCC(CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2)CC,,-5.623448098
1080,C-1081,,AWNQCMDYKBCHAH-UHFFFAOYSA-L,C[N+]1(CCCCCCCCCC[N+]2(C)CCOCC2)CCOCC1.[I-].[I-],,-5.623232549
1081,C-1082,,ZAGQHNDTRBHZTO-UHFFFAOYSA-N,CCCC(COC(=O)N(CC)CC)(COC(=O)N(CC)CC)C,,-5.62205371
1082,C-1083,,SNUBBWAURMSPJZ-UHFFFAOYSA-N,CCN(C(=O)OCC(COC(=O)N(CC)CC)(CC)CC)CC,,-5.62205371
1083,C-1084,,GXGJIOMUZAGVEH-UHFFFAOYSA-N,CCc1ccc(c2c(c1)c(C)cc2)C,,-5.619864179
1084,C-1085,,ZUJCXSRZZWIJLY-UHFFFAOYSA-N,CCCCC1=CC(N(C(C1)(C)C)C(=O)CN1CCCC1)(C)C,,-5.619544149
1085,C-1086,,WBNPMYJLGASBPI-UHFFFAOYSA-N,OC(=O)CCN1c2ccc(cc2Sc2c1cc(Cl)cc2)O,,-5.618250583
1086,C-1087,,GFTHYQRJEOORHK-UHFFFAOYSA-N,CN(CC(CC1(O)c2ccccc2CCc2c1cccc2)C)C,,-5.616693099
1087,C-1088,,RYQOGSFEJBUZBX-UHFFFAOYSA-N,CN(CCCN1c2ccccc2C(c2c1cccc2)(C)C)C,,-5.611365759
1088,C-1089,,WXURHACBFYSXBI-NRIXXJGXSA-N,OCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@@H](O)[C@]1([C@H]2C[C@@H](C2=CC(=O)C=C[C@]12C)F)F,,-5.6100001
1089,C-1090,,OMHUKXIIJPBUIP-FJUODKGNSA-N,CN(CC/C=C/1\c2ccccc2Sc2c1cc(F)cc2)C.Br,,-5.603798043
1090,C-1091,,OMHUKXIIJPBUIP-KIUKIJHYSA-N,CN(CC/C=C\1/c2ccccc2Sc2c1cc(F)cc2)C.Br,,-5.603798043
1091,C-1092,,XZZXIYZZBJDEEP-UHFFFAOYSA-N,CN(CCCN1c2ccccc2CCc2c1cccc2)C.Cl,,-5.602708738
1092,C-1093,,URSRSKSNFPUKGH-UHFFFAOYSA-N,CN(CCOC(c1ccc(cc1)Br)(c1ccccc1)C)C,,-5.602663937
1093,C-1094,,POPFMWWJOGLOIF-XWCQMRHXSA-N,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1C[C@@H](C1=CC(=O)CC[C@]21C)F)(C)C,,-5.601781498
1094,C-1095,,SIEYZYONZYIIJH-AGSMNRHJSA-N,CC[C@H]1CN2CC[C@H]1C[C@H]2[C@@H](c1ccnc2c1cc(OCCC(C)C)cc2)O.Cl.Cl,,-5.601549195
1095,C-1096,,SUQGLJRNDJRARS-UHFFFAOYSA-N,O=C(c1ccccc1)Oc1cccc(c1)OC(=O)c1ccccc1,,-5.600871949
1096,C-1097,,YWDUZLFWHVQCHY-UHFFFAOYSA-N,Brc1cc(Br)cc(c1)Br,,-5.5999999
1097,C-1098,,FWXCTXLSDFLQJC-UHFFFAOYSA-N,CCCCCCCOc1cccc(c1)NC(=O)OCC[NH+]1CCCCC1.[Cl-],,-5.599208683
1098,C-1099,,PWQRTIDMAHIZSV-UHFFFAOYSA-N,CC(CCC=C(C)C)CCN1CCN(CC1)CC(=O)NN=Cc1ccc(o1)[N+](=O)[O-],,-5.593375104
1099,C-1100,,ZDGVLDKCQRCCKI-ICDZXHCJSA-N,CSc1ccc(cc1)CCN1CC[C@@]23[C@H]([C@H]1Cc1c3cc(cc1)O)CCCC2,,-5.590721567
1100,C-1101,,GEHQTKKHEHGIJB-UHFFFAOYSA-N,COc1c(O)ccc2c1N(CCCN(C)C)c1c(S2)ccc(c1)Cl.Cl,,-5.590681725
1101,C-1102,,NZBSAAMEZYOGBA-UHFFFAOYSA-N,O=c1c2cccc3c2c(c2n1c1ccccc1n2)ccc3,,-5.590472099
1102,C-1103,,WCMMILVIRZAPLE-UHFFFAOYSA-M,O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,,-5.5900002
1103,C-1104,,WQDGKJKVSWEERW-UHFFFAOYSA-N,Brc1ccc(cc1)C(c1ccccc1)OCC[NH2+]N1CCCC1.[Cl-],,-5.589346738
1104,C-1105,,VXFJYXUZANRPDJ-MQBSTWLZSA-N,CCOC(=O)[C@@H](N[C@H](C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C)CCc1ccccc1,,-5.588695581
1105,C-1106,,RRGUKTPIGVIEKM-UHFFFAOYSA-N,O=C1CCc2c(N1)ccc(c2)OCCCCc1nnnn1C1CCCCC1,,-5.586303161
1106,C-1107,,NJVOZLGKTAPUTQ-UHFFFAOYSA-M,Cl[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,,-5.585999597
1107,C-1108,,BJFPXELCDQCHFX-UHFFFAOYSA-N,CCN(CCC(c1cccc2c1cccc2)(C(=O)N)CC=C(C)C)C,,-5.585069586
1108,C-1109,,WWMPOSZANYFKNP-XJXJHPFJSA-M,CCC[N+]12CCC(C(C1)C=C)C[C@@H]2[C@H](c1ccnc2c1cc(OC)cc2)O.[Cl-],,-5.584075883
1109,C-1110,,WBGKWQHBNHJJPZ-LECWWXJVSA-N,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=C[C@]21C)(C)C,,-5.582203116
1110,C-1111,,XJGBDJOMWKAZJS-UHFFFAOYSA-N,OC(=O)C(Oc1ccc(cc1)C1CCCc2c1cccc2)(C)C,,-5.579689876
1111,C-1112,,FAYONKYSJFJACM-GEEYTBSJSA-M,CC[N+](Cc1ccccc1)(CCOc1ccc(cc1)/C=C/c1ccccc1)CC.[Br-],,-5.578912099
1112,C-1113,,NJNXVQXOUUIOBZ-UHFFFAOYSA-N,OCC(c1ccc2c(c1)CCc1c2cccc1)C,,-5.578528068
1113,C-1114,,ILKJAFIWWBXGDU-MOGDOJJUSA-N,CC(=O)OCC(=O)[C@@]12OC3(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@]2([C@H]1CCC1=CC(=O)C=C[C@]21C)F)CCCC3,,-5.577679366
1114,C-1115,,QQWVCTZTGVJUCK-UHFFFAOYSA-N,CCCCCCCOc1ccc(cc1)C(=O)CCN1CCCCC1.Cl,,-5.572803163
1115,C-1116,,SXHWIUYWGJFLKB-UHFFFAOYSA-N,C#CC(c1ccccc1)(c1ccc(cc1)Cl)OC(=O)N,,-5.571722496
1116,C-1117,,QMJPDCOTBLUFHJ-UHFFFAOYSA-N,Oc1ccccc1C(=O)N(C1CCCCC1)C1CCCCC1,,-5.570165605
1117,C-1118,,YNVGQYHLRCDXFQ-XGXHKTLJSA-N,C#C[C@]1(O)CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CCC2=CCCC[C@H]12,,-5.568747127
1118,C-1119,,OHBLHFXKSYTWQO-UHFFFAOYSA-N,CN1CCN(CC1)CCC=C1c2ccccc2Sc2c1cccc2.Cl.Cl,,-5.566838639
1119,C-1120,,WDRYRZXSPDWGEB-UHFFFAOYSA-N,Clc1ccc(c(c1)Cl)Cn1nc(c2c1cccc2)C(=O)O,,-5.565553946
1120,C-1121,,UMSGKTJDUHERQW-UHFFFAOYSA-N,Brc1cc2c(s1)n1c(CN=C2c2ccccc2Cl)nnc1C,,-5.562532324
1121,C-1122,,RTNXNRZZXYBWJZ-UHFFFAOYSA-N,CC(C(c1cccc2c1cccc2)(C(=O)N)CCN1CCCCC1)C,,-5.562004282
1122,C-1123,,DIFUVRDFPAVFKW-GOOHIXEASA-N,[O-][N+](=O)O.CCC(=O)N([C@H]1CCN(C[C@H]1C)CCc1ccccc1)c1ccccc1.CCCO,,-5.561481188
1123,C-1124,,OGWKCGZFUXNPDA-XQKSVPLYSA-N,O=CN1c2cc(OC)c(cc2[C@]23[C@@H]1[C@@](O)(C(=O)OC)[C@H](OC(=O)C)[C@]1([C@@H]3N(CC2)CC=C1)CC)[C@]1(C[C@@H]2CN(CCc3c1[nH]c1c3cccc1)C[C@](C2)(O)CC)C(=O)OC,,-5.560604702
1124,C-1125,,JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1cc(Cl)c(cc1Cl)Cl,,-5.5599999
1125,C-1126,,PYSOHOOUXFWCFF-UHFFFAOYSA-N,COc1ccc2c(c1CN1CCCCC1)oc1c(c2=O)cccc1,,-5.558537514
1126,C-1127,,XUNAJGRWRKIEPV-ISLYRVAYSA-N,Clc1ccc(cc1)CN(/N=N/c1ccc(cc1)C(=O)O)C,,-5.557198476
1127,C-1128,,ZCBJDQBSLZREAA-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1)C1(Oc2ccccc2NC1=O)c1ccc(cc1)OC(=O)C,,-5.555737902
1128,C-1129,,WYRBITQXPQGTBL-UHFFFAOYSA-N,O=C(c1ccccc1)CC(c1ccccc1)c1ccccc1,,-5.55113769
1129,C-1130,,MKLLVYALIHGMKY-UHFFFAOYSA-N,O=C1CC2(C(=O)N1C)c1ccccc1CCc1c2cccc1,,-5.54954322
1130,C-1131,,SMPOXMYVWIXCMT-UHFFFAOYSA-N,COc1c(O)ccc2c1N(CCCN(C)C)c1c(S2)ccc(c1)Cl,,-5.549322356
1131,C-1132,,JXZZEXZZKAWDSP-UHFFFAOYSA-N,O=C(c1ccccc1)NC1CCN(CC1)CCc1c[nH]c2c1cccc2,,-5.548840068
1132,C-1133,,XURNBUIOYGQEST-UHFFFAOYSA-N,O=C1NC(=O)C2(N1)c1ccccc1CCCc1c2cccc1,,-5.546284263
1133,C-1134,,GXEUNRBWEAIPCN-UHFFFAOYSA-N,OC(=O)C(c1ccc(c(c1)Cl)C1CCCCC1)Cl,,-5.542226964
1134,C-1135,,QESYWDIVVXFNFE-AQFVONAPSA-N,Oc1ccc2c(c1)[C@]13CCCC[C@H]3[C@@H](C2)N(CC1)CCCc1ccccc1.Br,,-5.542051654
1135,C-1136,,WYQIVZKSGGKUAX-UHFFFAOYSA-N,OC(=O)c1ccc2c(c1)c1ccccc1cc2,,-5.541327233
1136,C-1137,,CIZZXSRPHLRRDJ-OSMRDGEFSA-N,C=CCO/[NH+]=C(/c1nccc2c1cc(OC)c(c2)OC)\c1ccc(c(c1)OC)OC.[Cl-],,-5.54106414
1137,C-1138,,NKPPORKKCMYYTO-DHZHZOJOSA-N,COc1ccc2c(c1)c(CC(=O)O)c(n2C(=O)/C=C/c1ccccc1)C,,-5.54
1138,C-1139,,RIZMRRKBZQXFOY-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,,-5.54
1139,C-1140,,HYTGGNIMZXFORS-MGYKWWNKSA-N,CC[C@H](C(=O)O[C@H]1[C@H](O)[C@H]2[C@H]([C@H]3[C@]1(O)[C@@H]1[C@H](OC(=O)C)[C@H](OC(=O)C)[C@H]4[C@]5([C@]1(C3)O[C@]4(O)[C@H](CC5)OC(=O)[C@](CC)(O)C)C)CN1[C@H]([C@@]2(C)O)CC[C@@H](C1)C)C,,-5.538064223
1140,C-1141,,GWWLWDURRGNSRS-UHFFFAOYSA-N,CN(CCC=C1c2ccccc2C(c2c1cccc2)(C)C)C,,-5.537895086
