,C_ID,Name,InChIKey,SMILES,CAS,LogS
203,A-204,,GIUGGRUEPHPVNR-UHFFFAOYSA-N,Clc1cc2Oc3c(Oc2cc1)cccc3,,-5.87
204,A-205,,GKEUODMJRFDLJY-UHFFFAOYSA-N,Cc1c2c(c3c(cccc3)C2)ccc1,,-5.22
205,A-206,,GKRZNOGGALENQJ-UHFFFAOYSA-N,O=C(NC(=O)C)N,,-0.9
206,A-207,,GLDOVTGHNKAZLK-UHFFFAOYSA-N,OCCCCCCCCCCCCCCCCCC,,-8.400008
207,A-208,,GLUUGHFHXGJENI-UHFFFAOYSA-N,N1CCNCC1,,1.07
208,A-209,,GMVJKSNPLYBFSO-UHFFFAOYSA-N,Brc1c(Br)cccc1Br,,-5.054741
209,A-210,,GNHMRTZZNHZDDM-UHFFFAOYSA-N,ClCCC#N,,-0.29
210,A-211,,GOHBXWHNJHENRX-UHFFFAOYSA-N,Cc1c2c(c3c(c1)cccc3)ccc1c2cccc1,,-6.589999
211,A-212,,GPTONYMQFTZPKC-UHFFFAOYSA-N,S(=O)(=O)(Nc1ncc(OC)cn1)c1ccc(N)cc1,,-2.58
212,A-213,,GRFNBEZIAWKNCO-UHFFFAOYSA-N,Oc1cnccc1,,-0.46
213,A-214,,GRWAIJBHBCCLGS-UHFFFAOYSA-N,O=C(O)Cn1nnnc1,,0.083568
214,A-215,,GSDSWSVVBLHKDQ-UHFFFAOYSA-N,Fc1c(N2CCN(C)CC2)c2OCC(C)n3c2c(c(=O)c(C(=O)O)c3)c1,,-1.2655
215,A-216,,GTCAXTIRRLKXRU-UHFFFAOYSA-N,O=C(OC)N,,0.97
216,A-217,,GUGOEEXESWIERI-UHFFFAOYSA-N,OC(c1ccccc1)(c1ccccc1)C1CCN(CCCC(O)c2ccc(C(C)(C)C)cc2)CC1,,-4.871
217,A-218,,GVEPBJHOBDJJJI-UHFFFAOYSA-N,c12c3cccc1c1c(c2ccc3)cccc1,,-5.945064
218,A-219,,GWDYJKXSUSPLEA-UHFFFAOYSA-N,O=c1nc(c2ccccc2)oc2c1cccc2,,-4.61
219,A-220,,GWOFUCIGLDBNKM-UHFFFAOYSA-N,Clc1cc2nccc(Nc3c(C(=O)OCC(O)CO)cccc3)c2cc1,,-4.55319
220,A-221,,GWUSZQUVEVMBPI-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=NCC(=O)N(C)c2cc1)c1ccccc1,,-3.8
221,A-222,,GXEKYRXVRROBEV-UHFFFAOYSA-N,O=C(O)C1C(C(=O)O)C2OC1CC2,,-0.27
222,A-223,,GYFAGKUZYNFMBN-UHFFFAOYSA-N,c12c3c4c5c6c1c(ccc2ccc3ccc4ccc5)ccc6,,-9.030118
223,A-224,,GYMFBYTZOGMSQJ-UHFFFAOYSA-N,Cc1cc2c(cc3c(c2)cccc3)cc1,,-6.959999
224,A-225,,GYTMHWVFKHLDEA-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(C(=O)c2ccc(C)cc2)c1,,-4.449
225,A-226,,HAPOJKSPCGLOOD-UHFFFAOYSA-N,c12c(cc3c(c4c(cccc4)C3)c1)cccc2,,-8.040005
226,A-227,,HAXBIWFMXWRORI-UHFFFAOYSA-N,c12c3cccc1c1c(c2ccc3)cc2c(c1)cccc2,,-8.489991
227,A-228,,HCFSGRMEEXUOSS-UHFFFAOYSA-N,O=C(C)C1(C)C2(C)C(C3C=C(C)C4=CC(=O)CCC4(C)C3CC2)CC1,,-5.27
228,A-229,,HDWIHXWEUNVBIY-UHFFFAOYSA-N,S(=O)(=O)(N)c1c(C(F)(F)F)cc2NC(Cc3ccccc3)NS(=O)(=O)c2c1,,-3.59
229,A-230,,HDZGCSFEDULWCS-UHFFFAOYSA-N,N(N)C,,1.34
230,A-231,,HEZNVIYQEUHLNI-UHFFFAOYSA-N,S(CC)Cc1c(OC(=O)NC)cccc1,,-2.09
231,A-232,,HFBWPRKWDIRYNX-UHFFFAOYSA-N,Clc1nc(N(CC)CC)nc(NCC)n1,,-4.06
232,A-233,,HFHZKZSRXITVMK-UHFFFAOYSA-N,O=C1N(N(c2ccccc2)C(=O)C1CCCC)c1ccc(O)cc1,,-3.73
233,A-234,,HHMCAJWVGYGUEF-UHFFFAOYSA-N,FC(F)(F)c1cc([N+](=O)[O-])c(Oc2ccc([N+](=O)[O-])cc2)cc1,,-5.22
234,A-235,,HHOSMYBYIHNXNO-UHFFFAOYSA-N,C(CCC(C)C)(C)(C)C,,-5.05
235,A-236,,HJUFTIJOISQSKQ-UHFFFAOYSA-N,O=C(OCC)NCCOc1ccc(Oc2ccccc2)cc1,,-4.69948
236,A-237,,HKMTVMBEALTRRR-UHFFFAOYSA-N,c12c(ccc3c4c(cccc4)Cc13)cccc2,,-6.679999
237,A-238,,HKOOXMFOFWEVGF-UHFFFAOYSA-N,N(N)c1ccccc1,,0.07
238,A-239,,HKPHPIREJKHECO-UHFFFAOYSA-N,ClCC(=O)N(COCCCC)c1c(CC)cccc1CC,,-4.1915
239,A-240,,HLQDGCWIOSOMDP-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(c1Cl)c1ccccc1,,-7.160001
240,A-241,,HLZKNKRTKFSKGZ-UHFFFAOYSA-N,OCCCCCCCCCCCCCC,,-6.105868
241,A-242,,HMIBKHHNXANVHR-UHFFFAOYSA-N,S(C(=O)N(C)C)CCCCOc1ccccc1,,-3.93
242,A-243,,HMSWAIKSFDFLKN-UHFFFAOYSA-N,C(CCCCCCCCCCCCC)CCCCCCCCCCCC,,-8.330032
243,A-244,,HNDVDQJCIGZPNO-YFKPBYRVSA-N,O=C(O)[C@@H](N)Cc1[nH]cnc1,,-0.56543
244,A-245,,HNJBEVLQSNELDL-UHFFFAOYSA-N,O=C1NCCC1,,1.07
245,A-246,,HOQADATXFBOEGG-UHFFFAOYSA-N,S=P(OCC)(Oc1c(C(=O)OC(C)C)cccc1)NC(C)C,,-4.19
246,A-247,,HORNXRXVQWOLPJ-UHFFFAOYSA-N,Clc1cc(O)ccc1,,-0.7
247,A-248,,HPQURZRDYMUHJI-UHFFFAOYSA-N,C(CCC1CCCC1)CC,,-6.08
248,A-249,,HPXRVTGHNJAIIH-UHFFFAOYSA-N,OC1CCCCC1,,-0.44
249,A-250,,HPYNZHMRTTWQTB-UHFFFAOYSA-N,Cc1c(C)cccn1,,0.38
250,A-251,,HRBKVYFZANMGRE-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(OP(=S)(OC)OC)n1,,-4.82
251,A-252,,HRPVXLWXLXDGHG-UHFFFAOYSA-N,O=C(N)C=C,,0.970115
252,A-253,,HRVUKLBFRPWXPJ-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c2Oc3c(Oc12)cccc3,,-7.596665
253,A-254,,HSFWRNGVRCDJHI-UHFFFAOYSA-N,C#C,,0.29
254,A-255,,HUPFGZXOMWLGNK-UHFFFAOYSA-N,Fc1c(c2cc(C(=O)O)c(O)cc2)ccc(F)c1,,-4.114
255,A-256,,HUTDUHSNJYTCAR-UHFFFAOYSA-N,O(C)c1ccc(C(O)(c2cncnc2)C2CC2)cc1,,-2.6
256,A-257,,HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,,-1.815
257,A-258,,HWWYDZCSSYKIAD-UHFFFAOYSA-N,Cc1cc(C)cnc1,,0.38
258,A-259,,HYBBIBNJHNGZAN-UHFFFAOYSA-N,O=Cc1occc1,,-0.1
259,A-260,,HYIMSNHJOBLJNT-UHFFFAOYSA-N,O=[N+]([O-])c1c(C2C(=C(C)NC(=C2C(=O)OC)C)C(=O)OC)cccc1,,-4.63622
260,A-261,,HYJSGOXICXYZGS-UHFFFAOYSA-N,Clc1c2n(CC(=O)O)c(=O)sc2ccc1,,-2.61
261,A-262,,HYVMOJOTZLNZPF-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(=O)CCS(=O)(=O)c2c1,,-3.671
262,A-263,,HYWYRSMBCFDLJT-UHFFFAOYSA-N,S(=O)(=O)(Nc1c(Oc2ccccc2)cc([N+](=O)[O-])cc1)C,,-4.489
263,A-264,,IAIWVQXQOWNYOU-UHFFFAOYSA-N,O=[N+]([O-])c1oc(C=NNC(=O)N)cc1,,-2.92
264,A-265,,IAKOZHOLGAGEJT-UHFFFAOYSA-N,ClC(Cl)(Cl)C(c1ccc(OC)cc1)c1ccc(OC)cc1,,-6.589107
265,A-266,,IDCPFAYURAQKDZ-UHFFFAOYSA-N,O=[N+]([O-])NC(=N)N,,-1.37
266,A-267,,IDOWTHOLJBTAFI-UHFFFAOYSA-N,O=C(OC)Nc1cc(OC(=O)Nc2cc(C)ccc2)ccc1,,-4.789885
267,A-268,,IFEKQNAXDMZERW-UHFFFAOYSA-N,O=C(O)C(N)Cc1n[nH]c2c1cccc2,,-1.407
268,A-269,,IFLREYGFSNHWGE-UHFFFAOYSA-N,c12c(cc3c(c1)cccc3)cc1c(c2)cccc1,,-8.59998
269,A-270,,IGEMDIAQXSOCKX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2ccc(O)cc2)c1,,-3.027
270,A-271,,IIZIPXWXNPFUOU-UHFFFAOYSA-N,O=C(N(CCO)CC)COC(=O)c1ccccc1,,-1.367
271,A-272,,IJFPVINAQGWBRJ-UHFFFAOYSA-N,O=C(OCCCCCC(C)C)c1c(C(=O)OCCCCCC(C)C)cccc1,,-6.639999
272,A-273,,IKECULIHBUCAKR-UHFFFAOYSA-N,OC(C(C)C)(C)C,,-0.41
273,A-274,,IKZBNCORGKYEDZ-UHFFFAOYSA-N,Fc1c(N2CC(N)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,-5.269
274,A-275,,IMIDOCRTMDIQIJ-UHFFFAOYSA-N,O=C(Oc1cc(C)c(N(C)C)cc1)NC,,-2.36
275,A-276,,IMMLSOUHQHJKTL-UHFFFAOYSA-N,ClC1=CC=CCC(=C1NC1C(=CC=CC=C1)CC(=O)OCC(=O)NC(C(=O)OC)C)Cl,,-1.45272
276,A-277,,IMNFDUFMRHMDMM-UHFFFAOYSA-N,C(CCC)CCC,,-4.53
277,A-278,,IMONTRJLAWHYGT-UHFFFAOYSA-N,O=C(OC1(C#C)C2(C)C(C3C(C4C(=CC(=O)CC4)CC3)CC2)CC1)C,,-4.79
278,A-279,,IMPKVMRTXBRHRB-UHFFFAOYSA-N,OC1C(O)C(O)CC(O)C1O,,-0.17
279,A-280,,IMWQMZMZPWIQBE-UHFFFAOYSA-N,O=C(NN=C(C=NNC(=O)N)C)N,,-1.948
280,A-281,,INWLQCZOYSRPNW-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(C)CCCC1,,-1.55
281,A-282,,IOUNQDKNJZEDEP-UHFFFAOYSA-N,Clc1cc2oc(=O)n(CSP(=S)(OCC)OCC)c2cc1,,-5.23
282,A-283,,IPCSVZSSVZVIGE-UHFFFAOYSA-N,O=C(O)CCCCCCCCCCCCCCC,,-6.809999
283,A-284,,IPEHBUMCGVEMRF-UHFFFAOYSA-N,O=C(N)c1nccnc1,,-0.74
284,A-285,,IQUPABOKLQSFBK-UHFFFAOYSA-N,O=[N+]([O-])c1c(O)cccc1,,-1.74
285,A-286,,IRCMYGHHKLLGHV-UHFFFAOYSA-N,S(=O)(=O)(Oc1cc2C(C)(C)C(OCC)Oc2cc1)C,,-3.42
286,A-287,,IRIAEXORFWYRCZ-UHFFFAOYSA-N,O=C(OCCCC)c1c(C(=O)OCc2ccccc2)cccc1,,-5.649453
287,A-288,,ISEUFVQQFVOBCY-UHFFFAOYSA-N,O(C)c1nc(NC(C)C)nc(NC(C)C)n1,,-2.48
288,A-289,,ISMYLNZMKJLINI-UHFFFAOYSA-N,O=c1n(CC)c2c(n(CC)c3ncccc13)nccc2,,-2.86
289,A-290,,ISWSIDIOOBJBQZ-UHFFFAOYSA-N,Oc1ccccc1,,0.0
290,A-291,,ITEQSCBLCCNACE-UHFFFAOYSA-N,O=C(OC1=CC(=O)CC(C)(C)C1)N(C)C,,-0.85
291,A-292,,IUTPYMGCWINGEY-UHFFFAOYSA-N,Clc1c(Cl)cc(c(Cl)c1)c1cc(Cl)c(Cl)cc1,,-7.39
292,A-293,,IVUXTESCPZUGJC-UHFFFAOYSA-N,Clc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,,-4.89
293,A-294,,IWDCLRJOBJJRNH-UHFFFAOYSA-N,Oc1ccc(C)cc1,,-0.7
294,A-295,,IWYDHOAUDWTVEP-UHFFFAOYSA-N,O=C(O)C(O)c1ccccc1,,0.050732
295,A-296,,IYXGSMUGOJNHAZ-UHFFFAOYSA-N,O=C(OCC)CC(=O)OCC,,-0.82
296,A-297,,IZNWACYOILBFEG-UHFFFAOYSA-N,O=[N+]([O-])c1c(C)ccc2c1cccc2,,-4.272
297,A-298,,JAYCNKDKIKZTAF-UHFFFAOYSA-N,Clc1c(c2c(Cl)cccc2)cccc1,,-5.27
298,A-299,,JBDOSUUXMYMWQH-UHFFFAOYSA-N,S=C=Nc1c2c(ccc1)cccc2,,-4.6
299,A-300,,JFCQEDHGNNZCLN-UHFFFAOYSA-N,O=C(O)CCCC(=O)O,,1.0
300,A-301,,JFNWFXVFBDDWCX-UHFFFAOYSA-N,S(=O)(=O)(N(C(=O)C)c1c(C)c(C)no1)c1ccc(N)cc1,,-3.59
301,A-302,,JFSPBVWPKOEZCB-UHFFFAOYSA-N,O=C(Nc1ccccc1)c1c(C)occ1,,-3.3
302,A-303,,JHBKHLUZVFWLAG-UHFFFAOYSA-N,Clc1c(Cl)cc(Cl)c(Cl)c1,,-5.512673
303,A-304,,JHIVVAPYMSGYDF-UHFFFAOYSA-N,O=C1CCCCC1,,-0.6
304,A-305,,JHJOOSLFWRRSGU-UHFFFAOYSA-N,Clc1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,,-5.72
305,A-306,,JIEKMACRVQTPRC-UHFFFAOYSA-N,Clc1ccc(c2c(CC(=O)O)sc(c3ccccc3)n2)cc1,,-4.966
306,A-307,,JIGUQPWFLRLWPJ-UHFFFAOYSA-N,O=C(OCC)C=C,,-0.74
307,A-308,,JIVPVXMEBJLZRO-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc(C2(O)NC(=O)c3c2cccc3)cc1,,-3.38927
308,A-309,,JJYPMNFTHPTTDI-UHFFFAOYSA-N,Nc1cc(C)ccc1,,-0.85
309,A-310,,JLKIGFTWXXRPMT-UHFFFAOYSA-N,S(=O)(=O)(Nc1noc(C)c1)c1ccc(N)cc1,,-2.77844
310,A-311,,JLRGJRBPOGGCBT-UHFFFAOYSA-N,S(=O)(=O)(NC(=O)NCCCC)c1ccc(C)cc1,,-3.39
311,A-312,,JLYXXMFPNIAWKQ-UHFFFAOYSA-N,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,,-4.51
312,A-313,,JMMWKPVZQRWMSS-UHFFFAOYSA-N,O=C(OC(C)C)C,,-0.55
313,A-314,,JOFWLTCLBGQGBO-UHFFFAOYSA-N,Clc1c(C2=NCc3n(c(C)nn3)c3c2cc(Cl)cc3)cccc1,,-4.08
314,A-315,,JOMNTHCQHJPVAZ-UHFFFAOYSA-N,CC1NCCNC1,,0.74
315,A-316,,JOYRKODLDBILNP-UHFFFAOYSA-N,O=C(OCC)N,,0.85
316,A-317,,JPLCQHHISLYGRA-UHFFFAOYSA-N,O=C(Nc1cnc(OC)cc1)C1CC1,,-2.138
317,A-318,,JQUIGGQYRQVIIE-UHFFFAOYSA-N,O=C(N(C(=O)C)C)COC(=O)c1ccccc1,,-0.495
318,A-319,,JRZJOMJEPLMPRA-UHFFFAOYSA-N,C(=C)CCCCCCC,,-5.05
319,A-320,,JSZOAYXJRCEYSX-UHFFFAOYSA-N,O=[N+]([O-])CCC,,-0.8
320,A-321,,JTAGHJPZEDNHHA-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)NC)ccc1,,-1.845
321,A-322,,JTGMTYWYUZDRBK-UHFFFAOYSA-N,Cc1c2c(c(C)c3c1cccc3)cccc2,,-6.570001
322,A-323,,JUHORIMYRDESRB-UHFFFAOYSA-N,N(CCNCc1ccccc1)Cc1ccccc1,,-1.206
323,A-324,,JUJWROOIHBZHMG-UHFFFAOYSA-N,n1ccccc1,,0.76
324,A-325,,JVPGYYNQTPWXGE-UHFFFAOYSA-N,Cc1ccc(c2sc3c(n2)cccc3)cc1,,-4.353
325,A-326,,JVSWJIKNEAIKJW-UHFFFAOYSA-N,C(CCCCC)(C)C,,-5.08
326,A-327,,JWBOIMRXGHLCPP-UHFFFAOYSA-N,ClC(Cl)C(c1c(Cl)cccc1)c1ccc(Cl)cc1,,-6.509999
327,A-328,,JWUCHKBSVLQQCO-UHFFFAOYSA-N,Fc1c(C(O)(Cn2ncnc2)c2ccc(F)cc2)cccc1,,-3.37
328,A-329,,JWUJQDFVADABEY-UHFFFAOYSA-N,CC1OCCC1,,0.11
329,A-330,,JWZZKOKVBUJMES-UHFFFAOYSA-N,OC(CNC(C)C)c1cc(O)c(O)cc1,,0.14
330,A-331,,JXCGFZXSOMJFOA-UHFFFAOYSA-N,Clc1c(C)ccc(NC(=O)N(C)C)c1,,-3.46
331,A-332,,JXSJBGJIGXNWCI-UHFFFAOYSA-N,S=P(SC(C(=O)OCC)CC(=O)OCC)(OC)OC,,-3.36264
332,A-333,,JXVIIQLNUPXOII-UHFFFAOYSA-N,O=C(Nc1ccccc1)NC1C(C)CCCC1,,-4.11
333,A-334,,JYFHYPJRHGVZDY-UHFFFAOYSA-N,P(=O)(OCCCC)(OCCCC)O,,-1.087
334,A-335,,JYVLIDXNZAXMDK-UHFFFAOYSA-N,OC(CCC)C,,-0.29
335,A-336,,JYYNAJVZFGKDEQ-UHFFFAOYSA-N,Cc1nccc(C)c1,,0.38
336,A-337,,JZQKKSLKJUAGIC-UHFFFAOYSA-N,O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,,-3.85453
337,A-338,,JZUFKLXOESDKRF-UHFFFAOYSA-N,Clc1c(S(=O)(=O)N)cc2S(=O)(=O)NCNc2c1,,-2.6939
338,A-339,,JZUTXVTYJDCMDU-UHFFFAOYSA-N,O(C)c1c(OC)ccc2C(C3N(C)CCc4c3cc3OCOc3c4)OC(=O)c12,,-4.11
339,A-340,,KAATUXNTWXVJKI-UHFFFAOYSA-N,ClC(=CC1C(C)(C)C1C(=O)OC(C#N)c1cc(Oc2ccccc2)ccc1)Cl,,-8.019997
340,A-341,,KAESVJOAVNADME-UHFFFAOYSA-N,[nH]1cccc1,,-0.17
341,A-342,,KANLOADZXMMCQA-UHFFFAOYSA-N,Cc1cc2c(c3c(cc2)cccc3)cc1,,-5.84
342,A-343,,KDDQDUIBYASSFC-UHFFFAOYSA-N,FC(F)(F)c1c2[nH]c(=O)c3c(n(CC)c2nc(C)c1)nccc3,,-4.21
343,A-344,,KDYFGRWQOYBRFD-UHFFFAOYSA-N,O=C(O)CCC(=O)O,,-0.2
344,A-345,,KENZYIHFBRWMOD-UHFFFAOYSA-N,Clc1c(Cl)ccc(c2c(Cl)ccc(Cl)c2)c1,,-7.250001
345,A-346,,KFIRODWJCYBBHY-UHFFFAOYSA-N,O=[N+]([O-])c1c(C(=O)O)c(C(=O)O)ccc1,,-1.00776
346,A-347,,KFNNIILCVOLYIR-UHFFFAOYSA-N,O=COCCC,,-0.49
347,A-348,,KFZMGEQAYNKOFK-UHFFFAOYSA-N,OC(C)C,,0.43
348,A-349,,KGVPNLBXJKTABS-UHFFFAOYSA-N,Oc1noc(C)c1,,-0.07
349,A-350,,KHBQMWCZKVMBLN-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccccc1,,-1.56
350,A-351,,KHNYNFUTFKJLDD-UHFFFAOYSA-N,c12c3cccc1c1c4c(ccc1c2ccc3)cccc4,,-8.0
351,A-352,,KIEDNEWSYUYDSN-UHFFFAOYSA-N,Clc1c(CN2C(=O)C(C)(C)CO2)cccc1,,-2.34
352,A-353,,KIGQVWWOESIMBG-UHFFFAOYSA-N,O=C(O)CN(CCC#N)CCC#N,,0.46
353,A-354,,KIVUHCNVDWYUNP-UHFFFAOYSA-N,Nc1c2c(c3c(c4c(cc3)cccc4)c1)cccc2,,-6.2
354,A-355,,KIWUVOGUEXMXSV-UHFFFAOYSA-N,S=C1SCC(=O)N1,,-1.77
355,A-356,,KJONHKAYOJNZEC-UHFFFAOYSA-N,O=[N+]([O-])c1cc2C(=NCC(=O)Nc2cc1)c1ccccc1,,-3.79244
356,A-357,,KJVQYDYPDFFJMP-UHFFFAOYSA-N,S(=O)(=O)(Nc1scc(C)n1)c1ccc(N)cc1,,-2.909
357,A-358,,KMAQZIILEGKYQZ-UHFFFAOYSA-N,Clc1cc([N+](=O)[O-])ccc1,,-2.77
358,A-359,,KMRNTNDWADEIIX-UHFFFAOYSA-N,ICCC(=O)O,,-0.43
359,A-360,,KNAHARQHSZJURB-UHFFFAOYSA-N,S=c1[nH]c(=O)cc(CCC)[nH]1,,-2.15
360,A-361,,KOCYTWBTXZOUFS-UHFFFAOYSA-N,Cc1nc2ncncc2nc1,,0.06
361,A-362,,KPQZUUQMTUIKBP-UHFFFAOYSA-N,O=[N+]([O-])c1n(CC(O)C)c(C)nc1,,-0.737
362,A-363,,KPSSIOMAKSHJJG-UHFFFAOYSA-N,OCC(C)(C)C,,-0.4
363,A-364,,KQBFUDNJKCZEDQ-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)cc(Cl)c1c1c(Cl)cc(Cl)c(Cl)c1,,-7.919987
364,A-365,,KQNPFQTWMSNSAP-UHFFFAOYSA-N,O=C(O)C(C)C,,0.28
365,A-366,,KRTSDMXIXPKRQR-UHFFFAOYSA-N,P(=O)(OC(=CC(=O)NC)C)(OC)OC,,0.65
366,A-367,,KSCFJBIXMNOVSH-UHFFFAOYSA-N,O=c1n(C)c(=O)c2n(CC(O)CO)cnc2n1C,,-0.17
367,A-368,,KSFDHSSNYJNHAN-UHFFFAOYSA-N,CC1=Nc2c(N=C(C)C1)cccc2,,-1.367
368,A-369,,KSMVNVHUTQZITP-UHFFFAOYSA-N,Clc1c(Cl)cc2c(oc3c2cc(Cl)c(Cl)c3)c1,,-8.860121
369,A-370,,KSUUMAWCGDNLFK-UHFFFAOYSA-N,O=C(NC(=O)C(C(C)C)CC=C)N,,-2.747
370,A-371,,KTXUOWUHFLBZPW-UHFFFAOYSA-N,Clc1cc(c2cc(Cl)ccc2)ccc1,,-5.8
371,A-372,,KUAZQDVKQLNFPE-UHFFFAOYSA-N,S(SC(=S)N(C)C)C(=S)N(C)C,,-3.9
372,A-373,,KUCQYCKVKVOKAY-UHFFFAOYSA-N,Clc1ccc(C2CCC(C3=C(O)C(=O)c4c(C3=O)cccc4)CC2)cc1,,-5.93
373,A-374,,KVBGVZZKJNLNJU-UHFFFAOYSA-N,S(=O)(=O)(O)c1cc2c(cc1)cccc2,,-1.265
374,A-375,,KVFJBIQWENJTDM-UHFFFAOYSA-N,c12c3cc4c5c(ccc4c1CCc2ccc3)cccc5,,-7.850011
375,A-376,,KVZJLSYJROEPSQ-UHFFFAOYSA-N,CC1C(C)CCCC1,,-4.28474
376,A-377,,KWGRBVOPPLSCSI-WPRPVWTQSA-N,O[C@@H]([C@@H](NC)C)c1ccccc1,,-0.385209
377,A-378,,KXYFWLVSYHRZJL-UHFFFAOYSA-N,O=C(N(CC(C)C)CC(C)C)COC(=O)c1ccccc1,,-3.561
378,A-379,,KZJRKRQSDZGHEC-UHFFFAOYSA-N,FC(F)(F)C(=O)c1ccccc1,,-1.155
379,A-380,,KZNICNPSHKQLFF-UHFFFAOYSA-N,O=C1NC(=O)CC1,,0.3
380,A-381,,KZOFCELNVLSKGC-UHFFFAOYSA-N,O=C(NCCc1cc(OC)c(OC)cc1)CNc1cc(C(=O)N)ccc1,,-2.686
381,A-382,,KZTYYGOKRVBIMI-UHFFFAOYSA-N,S(=O)(=O)(c1ccccc1)c1ccccc1,,-3.64378
382,A-383,,LAIUFBWHERIJIH-UHFFFAOYSA-N,C(CCCC)(CC)C,,-5.16
383,A-384,,LCCNCVORNKJIRZ-UHFFFAOYSA-N,S=P(OCC)(OCC)Oc1ccc([N+](=O)[O-])cc1,,-4.28517
384,A-385,,LDCFNNYCIXKMNJ-UHFFFAOYSA-N,O=C(N(CC(O)C)CC(O)C)COC(=O)c1ccccc1,,-1.178
385,A-386,,LEBVLXFERQHONN-UHFFFAOYSA-N,O=C(Nc1c(C)cccc1C)C1N(CCCC)CCCC1,,-3.2241
386,A-387,,LESVOLZBIFDZGS-UHFFFAOYSA-N,S(P(=O)(OC)OC)CCSC(C(=O)NC)C,,1.14
387,A-388,,LFKDJXLFVYVEFG-UHFFFAOYSA-N,O=C(OC(C)(C)C)N,,0.1
388,A-389,,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,OCC,,1.1
389,A-390,,LFVLUOAHQIVABZ-UHFFFAOYSA-N,Ic1c(Cl)cc(OP(=S)(OC)OC)c(Cl)c1,,-6.62
390,A-391,,LGDSHSYDSCRFAB-UHFFFAOYSA-N,S=C=NC,,-1.0
391,A-392,,LHRCREOYAASXPZ-UHFFFAOYSA-N,c12c3c(ccc1cc1c4c(ccc1c2)cccc4)cccc3,,-8.659953
392,A-393,,LHXDLQBQYFFVNW-UHFFFAOYSA-N,O=C1C(C)(C)C2CC1(C)CC2,,-1.85
393,A-394,,LINPVWIEWJTEEJ-UHFFFAOYSA-N,Clc1cc2C(O)(C(=O)OC)c3c(c2cc1)cccc3,,-4.18
394,A-395,,LJCFRMUKLSCNKV-UHFFFAOYSA-N,O=C(N(CCOC)CCOC)COC(=O)c1ccccc1,,-1.573
395,A-396,,LJOZMWRYMKECFF-UHFFFAOYSA-N,Ic1c(C(=O)Nc2ccccc2)cccc1,,-4.21
396,A-397,,LKJPSUCKSLORMF-UHFFFAOYSA-N,Clc1ccc(NC(=O)N(OC)C)cc1,,-2.57
397,A-398,,LKPLKUMXSAEKID-UHFFFAOYSA-N,Clc1c(Cl)c(Cl)c([N+](=O)[O-])c(Cl)c1Cl,,-5.82
398,A-399,,LMHCYRULPLGEEZ-UHFFFAOYSA-N,ICCCCCCC,,-4.81
399,A-400,,LMINNBXUMGNKMM-UHFFFAOYSA-N,O=C(O)Cc1cc2N(C)c3c(Sc2cc1)cccc3,,-3.94
400,A-401,,LMTGCJANOQOGPI-UHFFFAOYSA-N,O=C(N(C)c1ccccc1)C,,-0.95
401,A-402,,LMYRWZFENFIFIT-UHFFFAOYSA-N,S(=O)(=O)(N)c1ccc(C)cc1,,-1.74
402,A-403,,LNVGTRNKWNAINT-UHFFFAOYSA-N,S(=O)(=O)(N)c1sc2C(O)CCS(=O)(=O)c2c1,,-1.276
403,A-404,,LOAUVZALPPNFOQ-UHFFFAOYSA-N,O=C(O)c1nc2c(cc1)cccc2,,-1.088
404,A-405,,LPAGFVYQRIESJQ-UHFFFAOYSA-N,N1c2c(cccc2)CC1,,-1.04
405,A-406,,LQLIEICEYDIWLO-UHFFFAOYSA-N,O=C1C(CC(C)C)OC(O)C(Cc2ccccc2)N1,,-2.12
406,A-407,,LQZZUXJYWNFBMV-UHFFFAOYSA-N,OCCCCCCCCCCCC,,-4.67
407,A-408,,LRQUYRADZABVMX-UHFFFAOYSA-N,S(=O)(=O)(N)c1scc(S(=O)(=O)c2cc(O)ccc2)c1,,-2.719
408,A-409,,LRUUNMYPIBZBQH-UHFFFAOYSA-N,Clc1c(Cl)ccc(n2c(=O)n(C)c(=O)o2)c1,,-2.82
