,smiles_canon,Solubility,occurence
1817,CC(=O)OCC1CCC(C)=CC1C,-3.250396175,1.0
1818,CCC(C)(C)c1ccccc1O,-2.491221047,1.0
1819,CCC(C)=CCCC(C)=O,-2.19258232,1.0
1820,C=CCCCCCCO,-1.718768688,1.0
1821,CCC(=O)c1cccc(Cl)c1,-1.846704282,1.0
1822,Cc1cc(O)c(C(C)C)cc1C,-2.808956737,1.0
1823,CN(C)CCCO,0.986472669,1.0
1824,CCC(=CCC1CC=C(C)C1(C)C)CO,-3.906654507,1.0
1825,C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,-4.810581887,1.0
1826,CC=CC(=O)C1=C(C)C=CCC1(C)C,-3.005245792,1.0
1827,CCCCCCCCCCCC(=O)OCCCCCCCCCCC(C)C,-7.076318022,1.0
1828,CC(=O)OCC=C(C)C,-1.474319962,1.0
1829,C=CCOC(=O)CCCCC,-2.576747968,1.0
1830,CCCCCCCCC=CCCCCCCCCNCCCN,-3.955035311,1.0
1831,CC1=CC(=O)C(C(C)C)CC1,-1.788240267,1.0
1832,CC(C)(C)c1ccc(C=O)cc1,-3.130952599,1.0
1833,CC=CC(=O)C1=C(C)CCCC1(C)C,-2.996178458,1.0
1834,CCC=CCCOC(=O)OC,-3.069830099,1.0
1835,CC(C)=CCCC(C)CCO,-2.706730011,1.0
1836,CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.450759067,1.0
1837,C=CC(C)CCCC(C)(C)OC(C)=O,-4.03016106,1.0
1838,C#CC(C)(O)CC(C)C,-1.036601366,1.0
1839,C=CCCCCCC=O,-1.997248751,1.0
1840,CCC(=O)C=CC1=C(C)CCCC1(C)C,-4.187451686,1.0
1841,CCCC(=O)OC(C)(C)Cc1ccccc1,-4.135940247,1.0
1842,CCCCC(CC)COC(=O)c1ccccc1,-5.767781986,1.0
1843,C=C(C)CC1CCCCCCCCCCC1=O,-5.169521243,1.0
1844,CC(C(C)(C)C)C(C)(C)C(C)(C)SSSC(C)(C)C(C)(C)C(C)C(C)(C)C,-9.22335514,1.0
1845,CCCCCCCCCCCCCC(=O)OCCCCCCCCCCCC,-8.21285111,1.0
1846,CC1=CCC(C=CC(C)C(C)O)C1(C)C,-3.786024534,1.0
1847,CCCCC(CC)COCC1CO1,-3.114861898,1.0
1848,CC(=O)OCCC(C)CCC=C(C)C,-4.095935664,1.0
1849,CCCCCCCCCCCCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,-6.776994488,1.0
1850,CC(=O)c1ccc(CC(C)C)cc1,-3.371087082,1.0
1851,C=C(C)C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-7.01241648,1.0
1852,Oc1cc(F)c(F)c(F)c1,-0.153613504,1.0
1853,Nc1ccccc1C(F)(F)F,-1.675687517,1.0
1854,CCCCC(CC)C(=O)OOC(C)(C)CC,-4.116869138,1.0
1855,CCCCCCCCCC=CC=O,-4.754294024,1.0
1856,CC1(C)C2CC=C(CCO)C1C2,-2.699460311,1.0
1857,C=CC(=C)CCCC(C)(C)OC(C)=O,-3.597413844,1.0
1858,CCC(=O)c1ccc(C)cc1,-2.433667869,1.0
1859,COC(=O)C1C(C)=CCCC1(C)C,-2.900860649,1.0
1860,Cc1ccc(N)c(C)c1,-1.335248655,1.0
1861,CCCCCCCCCCCC#N,-5.289962762,1.0
1862,CCCCCCCCC(C)C#N,-4.632405374,1.0
1863,CC(=O)c1cccc(C(F)(F)F)c1,-2.482109994,1.0
1864,CC1CCC(C(C)C)C(OO)C1,-2.588818616,1.0
1865,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,0.64522449,1.0
1866,Cc1cccc(CC(C)(C)CO)c1,-2.826532058,1.0
1867,O=CCc1ccccc1,-0.824453439,1.0
1868,CN(C)Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,-2.711382412,1.0
1869,Nc1ccc(Cl)cc1F,-7.534663858,1.0
1870,CC(=O)C1=C(C)C2CC3(C1)C(C)CCC3C2(C)C,-4.613475,1.0
1871,Cc1ccc(O)c(C)c1C,-4.348825589,1.0
1872,CCN(O)CC,0.703636782,1.0
1873,Cc1ccc(C=O)cc1C,-2.277033137,1.0
1874,O=COCc1ccccc1,-1.673119803,1.0
1875,CC(C)CCCC(C)CC#N,-3.587733635,1.0
1876,CC(C)(CO)Cc1ccccc1,-2.042310649,1.0
1877,CCCCC(CC)CN(CCO)CC(CC)CCCC,-4.94240707,1.0
1878,C=C(CCl)c1ccccc1,-4.792685163,1.0
1879,C=CC(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-6.354164839,1.0
1880,COC(=O)C1CC2(C(C)C)C=CC1(C)CC2,-4.200863391,1.0
1881,CNCc1cccc2ccccc12,-1.71509483,1.0
1882,Cc1ccc([N+](=O)[O-])c(C)c1,-3.055598458,1.0
1883,CC(C)=CC=O,0.116505812,1.0
1884,C=C(C)CCO,0.019070919,1.0
1885,Cc1cccc([N+](=O)[O-])c1C,-3.111264237,1.0
1886,CC1OCC(c2ccccc2)O1,-1.805449551,1.0
1887,CCC=CCCOC(=O)C1CC1,-2.924886873,1.0
1888,CCCCC(CC)COC(=O)C(C)O,-2.673523563,1.0
1889,CC(=O)CCC=C(C)CCCC(C)CCCC(C)C,-5.124611807,1.0
1890,O=C1CCCC=CCCCCCCCCCC1,-5.560727869,1.0
1891,CCCCCC=CCCC=O,-3.301738952,1.0
1892,N#Cc1ccc(Cl)cc1,-2.749326083,1.0
1893,Cc1nc2cc3c(cc2s1)OC1(CCCCC1)O3,-6.074779882,1.0
1894,C=CC(C)CCC=C(C)CCC=O,-3.793572196,1.0
1895,CCCCCCC#CC(=O)OC,-3.651872177,1.0
1896,C=CC(C)(CCC=C(C)C)OC(C)OCC,-3.976398331,1.0
1897,C=CC(C)(CCC=C(C)C)OC(=O)CC,-4.382355002,1.0
1898,CC1=CCC(CC#N)C1(C)C,-2.647516862,1.0
1899,C=CC(C)(O)CCC=C(C)CC,-2.409124535,1.0
1900,ClC1=C(Cl)C2(Cl)C3C4CC(C5C6CC(C7OC67)C45)C3C1(Cl)C2(Cl)Cl,-7.507307296,1.0
1901,CC1CC=CCCCCCCCCCC(=O)C1,-1.67554068,1.0
1902,C=CC(C)(O)C=CC1=C(C)CCCC1(C)C,-3.164143991,1.0
1903,Cc1ccc([N+](=O)[O-])cc1C,-3.179450099,1.0
1904,CN(C)CCCNCCCN(C)C,0.355787161,1.0
1905,CN1CCC(O)CC1,-0.037776015,1.0
1906,O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl,-2.533707368,1.0
1907,FC(Cl)OC(F)C(F)(F)F,-7.54997702,1.0
1908,CC(C)=CCCC(C)=CCCC=O,-3.53829969,1.0
1909,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,-4.870862654,1.0
1910,C=CCOC(=O)CCCCCC,-3.597621216,1.0
1911,FC1CCC2OC(C3CO3)CCC2C1,-2.934152192,1.0
1912,CC1(CO)CC1CC1CC2CC2(C)C1(C)C,-4.767292209,1.0
1913,Cc1ncoc1C#N,-0.324555733,1.0
1914,CCC(=O)C(C)CC=C(C)C,-2.701091302,1.0
1915,CC(CC(=O)O)CC(C)(C)C,-2.354218234,1.0
1916,CCCCC(CC)COCCCN,-1.096503555,1.0
1917,O=C1CCC=CCCC=CCCC1,-2.810177953,1.0
1918,C(CC1CCNCC1)CC1CCNCC1,-0.258508889,1.0
1919,C=CC(=O)OCCN(C)C,0.224313111,1.0
1920,CC(C)CC(C)c1ccccc1N,-3.55848522,1.0
1921,Fc1c(Cl)ncnc1Oc1ccccc1Cl,-3.478913142,1.0
1922,O=C1C=CC(=O)N1C1CCCCC1,-2.838408763,1.0
1923,CC(CC(=O)OOC(C)(C)C)CC(C)(C)C,-4.210093462,1.0
1924,Nc1cc(Cl)c(Cl)cc1Cl,-3.435948938,1.0
1925,CC(CO)COC1CC2CCC1(C)C2(C)C,-3.592868393,1.0
1926,CCCCN(CCCC)c1nc(S)nc(S)n1,-3.39385555,1.0
1927,CCCCCC(C=O)=Cc1ccccc1,-3.046655412,1.0
1928,CC=CC(=O)C1CCC(C)(C)C=C1C,-3.208433226,1.0
1929,C=CCCCCCCCCC(=O)OC,-5.397512286,1.0
1930,O=CC1CCCSC1,-0.696324369,1.0
1931,COC(Cc1ccccc1)OC,-1.629617103,1.0
1932,CC(=O)C=CC1C(C)=CCC(C)C1(C)C,-3.802673124,1.0
1933,CC(N)CN,1.13003295,1.0
1934,O=C(c1ccccc1Cl)C1CCCC1,-4.018465608,1.0
1935,CC1CC(C)(C)OC(Cc2ccccc2)O1,-2.744683078,1.0
1936,C#CC(C)(O)CCC=C(C)C,-1.772060461,1.0
1937,CC(C(=O)c1ccc(Cl)cc1)C1CC1,-3.77542756,1.0
1938,C=CCOC(=O)C(C)(C)O,0.071574023,1.0
1939,CCOC(OCC)OCC,-2.040519124,1.0
1940,CC(C)c1ccc(C#N)cc1,-2.988780348,1.0
1941,CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C,-7.08649217,1.0
1942,O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,-6.776783524,1.0
1943,C=CC(=O)OCc1c(Br)c(Br)c(Br)c(Br)c1Br,-7.806077238,1.0
1944,CC(C)c1ccc(N)cc1,-1.785826057,1.0
1945,CCC(CC)C1CC(C)(O)CCO1,-1.431978713,1.0
1946,CCCCCC(CO)Cc1ccccc1,-3.843264773,1.0
1947,c1ccc2c(c1)CC1COCOC21,-1.656092287,1.0
1948,Nc1ccccc1-c1cc(F)c(F)c(F)c1,-3.658492467,1.0
1949,O=C(c1ccc(F)cc1)c1ccc(F)cc1,-4.396652981,1.0
1950,CC(=CCO)CCCC(C)CCCC(C)CCCC(C)C,-7.861735835,1.0
1951,CC(C)c1cccc(C(C)CC=O)c1,-3.67734365,1.0
1952,CCc1cccc(C)c1N,-1.574701173,1.0
1953,C1CCc2n[nH]nc2C1,-0.825641984,1.0
1954,c1ccc2c(c1)Cc1ccc3ccc4ccccc4c3c1-2,-8.010465656,1.0
1955,CCC(C)NCCO,0.666706122,1.0
1956,CC(=O)OCC=C(C)CCC=C(C)C,-3.830497522,1.0
1957,C=CN1CCCCCC1=O,-0.450782332,1.0
1958,Cc1ccccc1CCO,-1.04287546,1.0
1959,CCC(C)(C)c1ccc(O)c(C(C)(C)CC)c1,-4.892800778,1.0
1960,COc1ccc(OC)c(Cl)c1,-2.672402153,1.0
1961,CCCCCCC(C=O)=Cc1ccccc1,-5.857980238,1.0
1962,CC1=CC(C)C(C2OCC3COC(C4CCC(C)=CC4C)N32)CC1,-5.918419873,1.0
1963,CC(=O)CCC=C(C)C,-1.621045529,1.0
1964,c1ccc(P(c2ccccc2)c2ccccc2)cc1,-6.46453972,1.0
1965,C#CC(C)(O)CCCC(C)CCCC(C)C,-5.271802898,1.0
1966,CCC1(C)OOC(C)(CC)OOC(C)(CC)OO1,-4.304855444,1.0
1967,C=COCCCCO,-0.189993844,1.0
1968,CCCC1CC(=O)C=C(C)C1,-1.77258367,1.0
1969,CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,-5.68070845,1.0
1970,CCCc1ccc(-c2ccc(OCC)c(F)c2F)cc1,-7.119201513,1.0
1971,CCCCCC1COCCC1OC(C)=O,-2.998793862,1.0
1972,CCCC(=O)OCCc1ccccc1,-2.219791683,1.0
1973,CCC(C)(C)OOC(=O)C(C)(C)C,-2.57234182,1.0
1974,Cc1ccc(N)cc1Cl,-1.727817073,1.0
1975,CC(C)(C)CC(C)(C)c1ccc(Nc2ccccc2)cc1,-5.600581121,1.0
1976,CCC=CCC1=C(C)CCC1=O,-2.045235202,1.0
1977,CCOCCOC(=O)OCC,-0.596169399,1.0
1978,CC(C=O)=Cc1ccccc1,-2.474716833,1.0
1979,c1ccc(-c2cc3ccccc3n2-c2ccccc2)cc1,0.171424908,1.0
1980,CC=C(C)C(=O)OCCC(C)CCC=C(C)C,-5.791789409,1.0
1981,C1CC(N2CCOCC2)CCN1,-2.902717721,1.0
1982,CC(C)(O)C(=O)c1ccccc1,-1.091531033,1.0
1983,CC(=O)CC(C)(C)c1ccccc1,-2.337663326,1.0
1984,CC(C)C(=O)OOC(C)(C)C,-1.607001482,1.0
1985,C#CCOCc1ccc(Cl)cc1,-2.997674038,1.0
1986,CC(C)CCCCCOC(=O)CS,-4.285019468,1.0
1987,O=C(c1ccccc1)c1ccc(Cl)cc1,-4.019695558,1.0
1988,C=C(C)C(=O)OCc1ccccc1,-2.968203555,1.0
1989,CC(C)(C)OOC(=O)C(C)(C)C,-2.067960098,1.0
1990,CCCOC(C)OCCc1ccccc1,-3.384190402,1.0
1991,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,-5.873945995,1.0
1992,CC(C)OC(=O)OOC(C)(C)C,-1.9036128,1.0
1993,CCOC(=O)C=C(NC)C(F)(F)F,-3.016057939,1.0
1994,CC(C)(C)c1ccc(CCC=O)cc1,-3.15882971,1.0
1995,CCCCCCCc1ccc(O)cc1,-3.659698092,1.0
1996,CC(C)(C)c1ccc(OCC2CO2)cc1,-3.430236774,1.0
1997,CCC=CCCOC(=O)CC=CCC,-4.509706829,1.0
1998,O=S(=O)(Cl)c1ccccc1,-1.885305405,1.0
1999,C#CC1(OC(C)=O)CCCCC1,-2.352215179,1.0
2000,CCN(Cc1ccccc1)c1ccccc1,-4.670446495,1.0
2001,CC(C)c1ccc2c(c1)OCC(=O)CO2,-1.906134619,1.0
2002,Cc1cccc2n[nH]nc12,-1.51695832,1.0
2003,CCCCCCCC(=O)N(C)C,-1.60024327,1.0
2004,CCCCC(CC)C(=O)OOC(C)(C)C,-3.669515282,1.0
2005,C=CCCC(=O)C1=CCCC(C)(C)C1,-3.534243872,1.0
2006,CC(=O)Oc1ccccc1,-1.373595162,1.0
2007,C=CSC(C)O,0.005523971,1.0
2008,CCOc1ccccc1OCC,-2.410449192,1.0
2009,CCC(C)=CCCC(C)=CC#N,-3.589630502,1.0
2010,CCC(C)C(C)C(C)CCc1ccc(O)cc1,-5.182401311,1.0
2011,CC(=O)c1cccc2ccccc12,-3.288149947,1.0
2012,CCCCN(C=O)CCCC,-1.124723008,1.0
2013,CC1(C)CC(N=C=O)CC(C)(CN=C=O)C1,-4.170821633,1.0
2014,CC(C)=CCCC(C)CC#N,-3.118997543,1.0
2015,Cc1c(N)cccc1Cl,-2.151062947,1.0
2016,CC(=O)Cc1c(Cl)cc(Cl)cc1Cl,-3.590357002,1.0
2017,Cc1ccc(Cl)cc1N,-2.071881701,1.0
2018,CC(=Cc1ccc(C)cc1)CCC=O,-3.567208178,1.0
2019,CC(C)(C)CC(C)(C)c1ccc(O)cc1,-4.469458445,1.0
2020,C=C(OCC)C1C(C)(C)CC(=O)CC1(C)C,-3.643341186,1.0
2021,Nc1ccccc1-c1ccccc1,-2.861110142,1.0
2022,CC(=O)Oc1ccc(Br)cc1,-2.416604359,1.0
2023,CC(O)CC(C)(C)c1ccccc1,-2.147283314,1.0
2024,CCC=CCCOC(=O)c1ccccc1,-3.704895716,1.0
2025,CCCCCCCCCCCCCCCCCCOC(=O)CCS,-1.941852587,1.0
2026,CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,-5.816817766,1.0
2027,CCCCCOC(=O)Cc1ccccc1,-2.593611925,1.0
2028,Brc1cnc2[nH]ccc2c1,-3.57438165,1.0
2029,CCCC(=O)OCc1ccccc1,-3.117442873,1.0
2030,C=CC(C)(C#N)Cc1ccccc1,-2.99056717,1.0
2031,CCOC(=O)C(C)(C)c1ccccc1,-3.04583651,1.0
2032,O=C1Cc2ccccc2O1,-1.547755927,1.0
2033,CCCCCCCC[Si](OC)(OC)OC,-4.246125606,1.0
2034,O=C(O)C=C1CCCCC1,-7.602622968,1.0
2035,Cc1cc(C)cc(N)c1,-1.402195445,1.0
2036,Cc1ccc2c(c1)OCC(=O)CO2,-1.114155936,1.0
2037,C=CC(C)C(O)c1ccc(Cl)cc1,-2.561357828,1.0
2038,c1ccc2cc3c(cc2c1)cc1ccc2cccc4ccc3c1c24,-5.600876101,1.0
2039,CC(C)C(=O)OCCc1ccccc1,-3.07976263,1.0
2040,COc1ccc(C)cc1N,-1.66017271,1.0
2041,CC(C)COC(=O)Cc1ccccc1,-3.271045388,1.0
2042,Cc1cc(-c2ccc(N=C=O)c(C)c2)ccc1N=C=O,-2.308125876,1.0
2043,CC(C)CN(C=O)CC(C)C,-1.082661663,1.0
2044,OCC=Cc1ccccc1,-1.722452575,1.0
2045,CC(C)COC(=O)C(C)O,-0.48638681,1.0
2046,CC(C1CC1)C(O)c1ccc(Cl)cc1,-3.244489267,1.0
2047,N#Cc1ccccc1O,-0.774954689,1.0
2048,CC1(C)CC(O)CC(C)(CN)C1,0.489004442,1.0
2049,CCCCC(CC)CCCCCC(C)CCCC(=O)O,-5.056113563,1.0
2050,C=Cc1ccc(O)c(C=C)c1,-4.874878302,1.0
2051,CCCCN(CCCC)C(=O)N(CCCC)CCCC,-4.820589695,1.0
2052,NCCc1ccccc1,-0.285973358,1.0
2053,O=C(c1ccccc1)C1(O)CCCCC1,-2.664778493,1.0
2054,CC(C)c1ccc(C(C)CC=O)cc1,-3.459859706,1.0
2055,O=C1OC(=O)c2c(Br)c(Br)c(Br)c(Br)c21,-3.58705791,1.0
2056,CCOC(=O)C1CCCNC1,-3.079877949,1.0
2057,O=c1c2ccccc2ccc2ccccc12,-4.653372369,1.0
2058,Cc1cccc(Cc2ccccc2)c1Cc1ccccc1,-7.17991706,1.0
2059,CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,-4.20832136,1.0
2060,COc1ccc(CC(C)C=O)cc1,-2.215271944,1.0
2061,CC(=O)CCC=C(C)CCC=C(C)C,-4.3407323,1.0
2062,CC(CCO)CCc1ccccc1,-2.660022428,1.0
2063,CCCCC(CC)C(=O)OOC(C)(C)CC(C)(C)C,-5.949528721,1.0
2064,CCCCOC(=O)CCS,-2.227903836,1.0
2065,CC(C)=CCCC(C)=CCC1CCCC1=O,-4.987095081,1.0
2066,N=C(c1ccccc1)c1ccccc1,-2.781124651,1.0
2067,Cc1nc(C)n(C)c1C,-6.014888595,1.0
2068,CCC(=O)OCc1ccccc1,-3.215382674,1.0
2069,Oc1ccc2ccccc2c1N=Nc1ccccc1,-7.128951663,1.0
2070,CCC(C)(CCC(C)C)C(=O)OCC1CO1,-3.513466458,1.0
2071,CCNC(=O)C1CC(C)CCC1C(C)C,-3.055394187,1.0
2072,CC(C)C(=O)OCc1ccccc1,-2.255574761,1.0
2073,C=CC(=O)NC(C)(C)C,-2.104438626,1.0
2074,Cc1ccc(I)cc1Cc1ccc(-c2ccc(F)cc2)s1,-7.784874262,1.0
2075,CCCCC(CC)COC(=O)CS,-4.635464193,1.0
2076,COc1cccc(C(C)=O)c1,-0.673270388,1.0
2077,CC=NO,0.495822403,1.0
2078,Cc1ccc(N)c(Cl)c1O,-1.481550941,1.0
2079,CC(CC=O)c1ccccc1,-1.869830516,1.0
2080,CC(=O)C=CC=C(C)CCC=C(C)C,-3.297208453,1.0
2081,CCCCCCCC(=O)OOC(=O)CCCCCCC,-7.611891047,1.0
2082,N#CC(=C1CCCCC1)c1ccccc1,-4.419999781,1.0
2083,Cc1cc(C)c(Cl)c(O)c1,-2.717702394,1.0
2084,NC1CCC(CC2CCC(N)CC2)CC1,-1.233061767,1.0
2085,CCCCCCCCCCCC(=O)N(C)C,-3.909301703,1.0
2086,CCO[Si](CCCCl)(OCC)OCC,-3.328581827,1.0
2087,O=C(O)c1c(F)cc(Br)cc1F,-2.152032425,1.0
2088,CC(C)(C)CC(C)(C)c1ccc(Nc2ccc(C(C)(C)CC(C)(C)C)cc2)cc1,-6.876613421,1.0
2089,Cc1ccc2c(c1)C(=O)c1ccccc1C2=O,-6.117145858,1.0
2090,CC(C)C(=O)OCCOc1ccccc1,-3.026342702,1.0
2091,CC(=O)OCCCc1ccccc1,-2.657531777,1.0
2092,Oc1c(-c2ccccc2)cccc1-c1ccccc1,-5.683908342,1.0
2093,CCCCCC(=Cc1ccccc1)C(OCC)OCC,-5.172053376,1.0
2094,CC(C)(C)C(=O)OCCc1ccccc1,-3.675277984,1.0
2095,CCC(O)COC1CCCCC1C(C)(C)C,-3.698730459,1.0
2096,CC(=O)CCCCCl,-1.415571617,1.0
2097,CCCCC(CC)COC(=O)C1CCC2OC2C1,-3.326282254,1.0
2098,N#Cc1ccccn1,-0.172394406,1.0
2099,CCN(CC)c1cccc(O)c1,-2.042009734,1.0
2100,C=C(C)C(=O)OCC1CCC2OC2C1,-1.767755121,1.0
2101,CNC(=O)C(C)(C(C)C)C(C)C,-1.394862635,1.0
2102,CC(C)(C)OOC(C)(C)C#CC(C)(C)OOC(C)(C)C,-5.114565496,1.0
2103,CCCCCCC=CCCCCCCCc1cccc(O)c1,-5.996424104,1.0
2104,CC(C)(C)CCCCC1(C(=O)OC(C)(C)CC(C)(C)C)OO1,-6.971231933,1.0
2105,c1ccc(COc2ccc3ccccc3c2)cc1,-6.477672125,1.0
2106,CC(=O)OCCOC(C)C,-0.165774647,1.0
2107,C=Cc1ccc(O)cc1,-1.244669842,1.0
2108,CCOC(C)OCCc1ccccc1,-2.632314245,1.0
2109,CC1=C(O)C(=O)C(C)O1,0.137870654,1.0
2110,COC(=O)CCS,-0.75756231,1.0
2111,CC(C)CC(=O)OCc1ccccc1,-2.906906216,1.0
2112,CC1=CC(=O)CC(C)(C)C1=O,-0.877903009,1.0
2113,COC(=O)Cc1ccccc1,-2.119697995,1.0
2114,CC1CC(CC2CCC(N)C(C)C2)CCC1N,-1.775274313,1.0
2115,CC(C)(C)OOC(=O)c1ccccc1,-2.776432502,1.0
2116,CCCCCCC(O)CO,-1.289972247,1.0
2117,CCCCCCCC(=O)OCC(C)(C)COC(=O)CCCCCCC,-5.190386027,1.0
2118,CCCCC(CC)COC(=O)CCS,-3.526247,1.0
2119,C=C(C)C(=O)OCCOCCOCCCC,-2.015947375,1.0
2120,c1ccc2sc(SN3CCOCC3)nc2c1,-3.810936293,1.0
2121,Fc1ccc2c(c1)CCC(C1CO1)O2,-2.487543552,1.0
2122,CCCCOC(=O)CC(C)O,-0.718975242,1.0
2123,CC(C)CCCCCOC(=O)CCS,-4.454364993,1.0
2124,C=CC1(C)CCC(C(C)(C)O)O1,-1.799725907,1.0
2125,CC(C=O)Cc1ccc(C(C)(C)C)cc1,-3.657080086,1.0
2126,O=C1C=CC(=O)O1,0.618111378,1.0
2127,CCCOC(=O)C(C)OC(C)(C)CC,-2.301659481,1.0
2128,C=C(C)C(=O)OCCOC,-0.927150515,1.0
2129,C=C(C#N)C(=O)OCC,-6.717150203,1.0
2130,C=C(C)C(=O)OCCOCC,-0.967473311,1.0
2131,C=CN1CCN(C=C)C1=O,-1.155882672,1.0
2132,C=C(C)C(=O)OC(=O)C(=C)C,-0.196760275,1.0
2133,N#CC=Cc1ccccc1,-2.082963617,1.0
2134,O=[N+]([O-])c1ccn[nH]1,-1.285471285,1.0
2135,CC(N)CCO,1.049941987,1.0
2136,CC(C)(C)OOC(C)(C)c1ccc(C(C)(C)OOC(C)(C)C)cc1,-6.927480976,1.0
2137,c1ccc(CNCc2ccccc2)cc1,-2.687626275,1.0
2138,CCOC(=O)C(CC)C(=O)OCC,-1.770408491,1.0
2139,CCCCOC(=O)CO,-0.458338912,1.0
2140,CCCCCC1CCC(=O)O1,-1.855291816,1.0
2141,CCC1CCC(=O)O1,-0.170961602,1.0
2142,O=S(=O)(Cl)c1ccc2ccccc2c1,-2.742835694,1.0
2143,COc1ccc(C(C)=O)cc1,-1.936803028,1.0
2144,Cc1ccc(-c2ccccc2C#N)cc1,-4.43483868,1.0
2145,COC(=O)C(=O)c1ccccc1,-1.914238406,1.0
2146,CCc1ccc(-c2ccc(B(O)O)c(F)c2)cc1,-4.008756429,1.0
2147,O=[N+]([O-])c1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,-4.805724113,1.0
2148,CC=Cc1ccc(OC)c(OC)c1,-2.778225332,1.0
2149,C=C(C)C(=O)OCCOc1ccccc1,-2.952646749,1.0
2150,CCC(=O)OCCc1ccccc1,-3.117442873,1.0
2151,C=CCCC(=O)Oc1ccccc1,-2.71584219,1.0
2152,FC(F)(F)COc1cccnc1Cl,-2.149364469,1.0
2153,C=C(OC(C)=O)c1ccccc1,-2.113594852,1.0
2154,C=CC(=O)OCCOc1ccccc1,-2.563625713,1.0
2155,CN(C=O)c1ccccc1,-1.494778376,1.0
2156,CC(=O)OCC(C)(C)C=O,-0.386553192,1.0
2157,CCCCOc1ccc(B(O)O)c(F)c1F,-3.714378286,1.0
2158,CC(C)c1ccc(CCC=O)cc1,-3.302653829,1.0
2159,CCOC(OCC)c1ccc2c(c1)OCO2,-1.626468202,1.0
2160,OCCOc1ccc2ccccc2c1,-2.714293767,1.0
2161,CCCCC(CC)COC(=O)c1ccc([N+](=O)[O-])cc1,-5.29999763,1.0
2162,CCCCCC1CCCC(=O)O1,-1.647656238,1.0
2163,CC(C)OC(=O)OOC(=O)OC(C)C,-3.829978291,1.0
2164,CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,-4.263856907,1.0
2165,c1ccc2sc(SNC3CCCCC3)nc2c1,-5.917116072,1.0
2166,Cc1cc(C(C)(C)C)cc(C)c1CC#N,-4.701805358,1.0
2167,C=C(C)C(=O)OCCN1CCOC1,-0.577497427,1.0
2168,CCCCCCC1(C)CCC(=O)O1,-2.643258996,1.0
2169,CCCOC(=O)C1CCCCC1C(=O)OCCC,-3.262690377,1.0
2170,O=C(O)c1cccc(Cl)c1Cl,-2.331673828,1.0
2171,CCC12CCC3C4=C(CCC3C1CCC2=O)CC(OC)=CC4,-5.363814401,1.0
2172,CC(O)CSCCCCCCCCC(C)(C)C,-4.730924353,1.0
2173,Oc1ccc(Cl)c(O)c1,-1.070568545,1.0
2174,CCCCCC(=O)OC(=O)CCCCC,-4.296803016,1.0
2175,C1=CCC(C2OCC3(CO2)COC(C2CC=CCC2)OC3)CC1,-3.204700192,1.0
2176,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,-8.520244426,1.0
2177,CCCCCCCCNc1ccncc1,-4.20735283,1.0
2178,C=CC(=O)OCCOCCOCC,-0.181251006,1.0
2179,CC(C)(C)N(Sc1nc2ccccc2s1)Sc1nc2ccccc2s1,-8.362904931,1.0
2180,CC1(C)C(O)C(C)(C)C1O,-0.373675179,1.0
2181,CCOc1ccc(B(O)O)c(F)c1F,-3.143906176,1.0
2182,CC(C)(CO)CO,0.901424656,1.0
2183,C=C(C)C(=O)OCC1CCCO1,-0.952454494,1.0
2184,OCC1c2ccccc2-c2ccccc21,-1.267499817,1.0
2185,Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-5.045263233,1.0
2186,CC(C)COC(=O)C1CCCCC1C(=O)OCC(C)C,-4.191233307,1.0
2187,COC1=CCC2=C(CCC3C2CCC2(C)C(O)CCC32)C1,-4.76106892,1.0
2188,O=C1CCCCO1,0.999492172,1.0
2189,O=C(OCCCc1ccccc1)c1ccccc1,-4.800972343,1.0
2190,CC1(C)CC(O)CC(C)(C)N1[O],0.562706822,1.0
2191,Cc1c(O)cc2c(c1C)OC(C)(CCCC(C)CCCC(C)CCCC(C)C)CC2,-8.505865557,1.0
2192,COc1ccc2c(c1)CCC1C2CCC2(C)C1CCC2(C)O,-3.027662677,1.0
2193,c1ccc(Nc2ccc3ccccc3c2)cc1,-5.495911677,1.0
